"lon","lat","y","temperature","precipitation","elevation","soil_ph","distance_km","noise_var"
124.322581,-37.193548,10.367846,23.745143,557.401138,336.305492,6.573286,146.802878,0.264186
125.612903,-37.193548,9.816585,22.828984,549.082456,331.939372,6.460284,210.593234,0.707408
126.903226,-37.193548,12.082377,23.157685,535.258083,466.14386,6.391186,115.16408,0.251886
128.193548,-37.193548,20.504721,23.739021,667.325923,437.771142,6.389843,90.403908,1.38606
129.483871,-37.193548,19.604913,23.349449,593.360539,294.354774,6.462993,95.846233,0.955614
130.774194,-37.193548,16.172056,23.033305,545.413655,310.197327,6.293665,137.208741,-0.397372
132.064516,-37.193548,16.686675,21.613482,552.649991,379.381321,6.836463,12.048364,0.237327
133.354839,-37.193548,16.10542,21.319206,536.713412,326.221388,6.333801,153.634825,1.641246
134.645161,-37.193548,18.057834,23.05854,526.229228,265.92246,6.744627,111.497237,0.195147
135.935484,-37.193548,18.0164,21.925997,510.433875,217.184721,6.364611,105.514876,1.244925
137.225806,-37.193548,11.994043,21.148426,475.688902,37.425194,5.962631,125.313022,1.106597
138.516129,-37.193548,11.460607,20.983764,426.929871,186.075258,5.402053,143.574853,0.240714
139.806452,-37.193548,15.606167,20.660581,501.258635,89.929137,5.816439,91.86145,0.827899
141.096774,-37.193548,23.522137,22.196345,495.770047,225.13698,5.831586,32.478467,-0.547282
142.387097,-37.193548,17.415567,21.987979,416.268667,144.602573,6.411151,43.571803,-0.048583
143.677419,-37.193548,12.930707,22.534687,480.667715,142.664466,6.401706,97.88677,1.935568
144.967742,-37.193548,20.037281,24.089848,526.142536,71.169192,5.757478,149.825347,0.253598
146.258065,-37.193548,18.875331,23.590365,583.426443,192.009235,6.134277,164.094798,1.25289
147.548387,-37.193548,18.905911,22.645872,562.195546,432.120513,5.781879,106.003939,-0.421723
148.83871,-37.193548,16.290093,20.98596,497.932328,540.18652,5.436258,150.116273,-2.377993
150.129032,-37.193548,20.223269,21.92203,593.416286,130.898365,6.05728,151.759898,-0.902489
151.419355,-37.193548,16.552007,23.47073,549.223628,113.712119,6.126828,111.362524,-0.237762
152.709677,-37.193548,17.436297,22.180582,601.446004,157.815586,6.12944,152.871685,-1.218006
154,-37.193548,23.454603,22.363146,681.818092,143.32878,6.770996,175.688398,0.844125
114,-36.290323,9.808765,21.442826,482.476461,497.714004,6.555738,69.30553,-0.008373
115.290323,-36.290323,15.621187,21.241195,642.501447,436.449248,6.302156,150.982704,-0.966078
116.580645,-36.290323,16.150249,22.454726,659.728557,273.838899,6.947582,140.936367,1.083139
117.870968,-36.290323,18.446556,23.307262,571.883935,307.261421,6.579373,167.034213,-0.325487
119.16129,-36.290323,17.570651,23.975386,532.224675,434.817294,6.734713,187.132226,-1.159394
120.451613,-36.290323,10.892476,23.630908,481.299438,319.343684,6.411913,176.327152,-0.110056
121.741935,-36.290323,3.701049,20.961397,490.6556,413.320178,6.147396,240.9259,0.156327
123.032258,-36.290323,4.860103,23.46301,563.616242,173.043226,6.563133,235.882944,2.383137
124.322581,-36.290323,5.241598,22.400887,522.255244,171.609791,6.275101,154.433695,0.265356
125.612903,-36.290323,4.640765,22.48589,539.913399,400.870575,6.23351,168.829504,-0.366098
126.903226,-36.290323,9.870332,22.143074,562.07127,485.985225,6.570733,153.18847,-0.990216
128.193548,-36.290323,14.270983,22.552885,607.430642,484.449204,5.759986,59.05872,0.164342
129.483871,-36.290323,16.42865,22.850328,599.79667,399.335004,5.981159,76.315993,-0.333749
130.774194,-36.290323,14.924228,22.516714,644.128242,291.374962,6.769681,112.64171,0.827945
132.064516,-36.290323,13.804084,21.705654,558.362549,417.635417,6.69747,74.466754,0.269265
133.354839,-36.290323,15.540338,21.677614,506.859073,520.85291,6.078742,47.182349,1.45523
134.645161,-36.290323,18.014728,21.653745,565.489192,460.651382,6.41571,44.384263,0.222469
135.935484,-36.290323,19.047718,21.191737,555.207369,150.253101,6.372044,57.042157,-1.392715
137.225806,-36.290323,16.015371,19.499464,524.254927,191.656757,5.863366,107.524136,-0.878068
138.516129,-36.290323,14.934749,20.053067,524.263488,193.191339,5.569334,60.670606,-0.021854
139.806452,-36.290323,15.02899,20.216353,448.281649,193.009425,5.818299,90.43324,0.602144
141.096774,-36.290323,24.99173,24.007967,536.183137,197.687086,6.281074,99.942378,2.447259
142.387097,-36.290323,18.846515,21.403202,517.072015,76.598146,6.133665,67.26901,0.666059
143.677419,-36.290323,18.823418,22.314351,566.780461,183.995429,6.441599,136.200866,0.586362
144.967742,-36.290323,14.93649,21.530506,534.830405,309.949199,5.589737,183.977475,-1.268059
146.258065,-36.290323,17.292499,20.989277,473.233042,443.063125,6.477983,166.38141,0.358552
147.548387,-36.290323,15.657391,21.815406,499.93505,461.943452,6.289927,134.275104,-1.31364
148.83871,-36.290323,15.64438,20.537964,474.250854,333.862502,5.786532,143.564084,-0.580614
150.129032,-36.290323,20.753704,21.584664,653.965125,165.847265,6.025037,90.551685,0.864766
151.419355,-36.290323,13.641461,21.91108,585.233802,94.774841,5.854635,139.902826,0.954308
152.709677,-36.290323,18.656073,21.317476,599.791442,212.100999,5.954055,167.400254,-0.414801
154,-36.290323,21.27689,19.657424,700.992151,182.038619,6.538574,167.89261,-0.558618
114,-35.387097,11.065938,19.795838,572.156035,707.926941,5.834541,10.458075,-0.270276
115.290323,-35.387097,14.190545,20.896093,650.171406,447.448569,6.443083,112.432865,1.893119
116.580645,-35.387097,19.404142,22.349663,775.611301,361.128983,6.861265,160.693469,-2.696986
117.870968,-35.387097,15.840205,22.322159,648.916004,329.17123,6.699397,141.250105,-0.13228
119.16129,-35.387097,13.664027,22.971568,664.845607,312.683407,6.357571,201.799128,1.105785
120.451613,-35.387097,9.942542,23.821824,573.475583,422.237078,6.518637,215.357498,-0.162974
121.741935,-35.387097,5.082882,23.772466,466.604399,311.106437,6.282742,184.079468,-1.180969
123.032258,-35.387097,3.398713,21.896494,410.96992,251.984797,6.887547,167.157732,0.650835
124.322581,-35.387097,6.243833,21.879075,526.155855,226.088651,6.639279,152.715604,0.877333
125.612903,-35.387097,6.456204,23.054947,493.158939,66.874508,6.952852,120.312134,-1.226279
126.903226,-35.387097,9.086155,21.766346,550.429422,389.183735,6.360069,89.400839,-0.313193
128.193548,-35.387097,17.996684,21.909621,677.225886,422.670633,6.44138,123.154669,0.659092
129.483871,-35.387097,15.285787,22.021923,655.658974,292.804031,6.589503,63.734072,-0.774219
130.774194,-35.387097,16.078544,21.040367,616.430422,447.654763,6.831609,97.391017,-0.041564
132.064516,-35.387097,11.739661,20.821844,479.182896,295.363792,7.133809,32.221415,-0.24045
133.354839,-35.387097,17.858917,21.093129,472.807056,231.111438,6.862523,43.314817,-0.171975
134.645161,-35.387097,14.386901,20.671581,505.481575,258.939699,6.838939,68.241324,-0.171918
135.935484,-35.387097,16.729403,21.620428,577.072535,115.999241,6.854291,108.081626,1.286088
137.225806,-35.387097,16.715478,19.882935,579.165416,269.206058,6.04199,64.451287,1.09941
138.516129,-35.387097,14.324007,19.648994,544.884761,252.434905,6.119329,51.228337,0.474163
139.806452,-35.387097,17.995263,21.385689,526.424607,200.56062,6.473403,113.523711,-0.211987
141.096774,-35.387097,20.51141,21.247524,527.508756,208.377881,5.838847,131.276534,-1.661497
142.387097,-35.387097,21.578591,21.364038,548.405623,97.757477,6.50136,108.933661,-0.93429
143.677419,-35.387097,18.860839,19.86602,573.593802,229.712683,6.039048,142.394451,1.112398
144.967742,-35.387097,18.472421,21.684416,565.613552,336.96001,5.612951,152.028343,-0.899118
146.258065,-35.387097,17.413731,20.800001,609.175129,383.617333,6.132844,180.261927,-0.311531
147.548387,-35.387097,11.945716,20.500993,487.43756,383.046935,5.750649,164.670655,1.091914
148.83871,-35.387097,16.592027,19.412755,599.1159,205.132371,5.712159,139.764543,-1.304553
150.129032,-35.387097,21.144574,20.584149,659.044523,285.485816,6.205018,96.841885,1.743356
151.419355,-35.387097,12.451567,20.210069,550.001359,68.275282,6.119023,140.354911,-0.111369
152.709677,-35.387097,17.684113,19.846486,587.11546,399.26357,6.544563,150.220781,-2.414989
154,-35.387097,24.472301,21.140013,615.445468,444.063986,6.619959,99.183933,-1.033592
114,-34.483871,15.688028,19.987325,551.193183,558.129151,5.615196,29.227799,-0.281419
115.290323,-34.483871,11.30496,19.611314,563.806157,315.229125,5.894131,39.20194,1.385976
116.580645,-34.483871,14.825284,21.305518,649.008369,368.850627,6.506525,147.960868,1.068533
117.870968,-34.483871,8.392927,21.495017,635.032582,173.83214,6.430221,206.360181,0.71357
119.16129,-34.483871,11.984358,22.851081,615.008697,256.483474,6.674547,275.41314,0.405265
120.451613,-34.483871,9.427193,24.491575,464.247716,404.796173,6.58204,292.73986,-0.099052
121.741935,-34.483871,9.552579,22.375577,481.350613,409.702862,6.215528,187.112635,-0.509339
123.032258,-34.483871,5.912489,22.297005,499.778865,302.752841,6.441263,122.122163,-1.102372
124.322581,-34.483871,12.390064,22.003973,554.174955,217.60747,6.941685,109.656585,1.012505
125.612903,-34.483871,10.858798,22.975776,580.57989,226.146565,6.545047,150.719279,0.109233
126.903226,-34.483871,9.270579,21.758156,601.340596,156.574236,6.070976,86.476476,0.980063
128.193548,-34.483871,20.957485,22.331455,718.699588,265.170246,6.559048,78.468484,2.305879
129.483871,-34.483871,16.134229,19.886148,622.365309,479.281616,6.717703,57.356047,0.434481
130.774194,-34.483871,17.807181,22.033005,522.769753,225.294211,6.605255,64.351532,-0.152732
132.064516,-34.483871,14.621743,21.939665,513.257454,416.387492,6.858843,78.306212,1.00988
133.354839,-34.483871,19.241683,20.988424,520.643598,337.537452,6.905522,21.754053,-0.443828
134.645161,-34.483871,17.122262,19.37589,493.460809,226.356342,6.611452,67.061316,0.439103
135.935484,-34.483871,14.809358,20.985329,554.542759,426.439951,6.732307,35.388091,1.898435
137.225806,-34.483871,14.372252,20.814348,589.710663,313.728946,6.20087,95.994914,-0.611122
138.516129,-34.483871,13.943931,20.355667,588.272357,461.125514,6.174325,116.966004,-0.937985
139.806452,-34.483871,16.988178,20.95559,606.506223,303.572714,6.531093,133.362955,-1.067181
141.096774,-34.483871,24.215566,20.346787,620.537835,297.082885,6.196769,130.030354,1.239654
142.387097,-34.483871,13.94792,20.866512,466.534494,172.433936,5.812185,164.692166,0.597312
143.677419,-34.483871,21.493234,20.69155,631.354438,156.237508,5.897485,175.342471,1.272009
144.967742,-34.483871,18.135692,20.571854,631.370543,93.437997,5.402752,128.956808,0.751093
146.258065,-34.483871,11.919142,19.172478,577.649016,216.711606,5.699305,238.249704,0.223101
147.548387,-34.483871,12.771749,20.356634,502.957472,357.424835,5.668602,166.085149,0.240324
148.83871,-34.483871,17.632365,20.415138,622.401044,173.215075,6.812811,110.420405,0.082387
150.129032,-34.483871,17.379387,19.402679,643.739276,118.580054,6.611657,128.188226,-0.682659
151.419355,-34.483871,18.698496,18.213246,649.933438,154.952155,6.583505,144.021628,0.1274
152.709677,-34.483871,15.17387,19.667835,607.596318,331.30582,6.651036,142.603186,-0.304107
154,-34.483871,20.441054,20.150893,599.440361,331.652232,6.480109,74.69125,0.70297
114,-33.580645,14.049641,20.238729,684.49517,532.96385,5.094397,66.310308,-1.064459
115.290323,-33.580645,10.15357,18.802114,513.400001,402.976165,6.30932,94.786538,-1.138894
116.580645,-33.580645,7.1002,19.316057,601.980281,320.724067,6.267478,219.547114,1.565135
117.870968,-33.580645,5.474655,21.896693,626.442732,150.948191,6.177843,203.661841,-0.166738
119.16129,-33.580645,8.23773,22.803298,604.965875,160.007975,6.281149,269.683833,1.306253
120.451613,-33.580645,10.734573,23.588366,554.08154,353.877859,6.731533,226.667442,1.031113
121.741935,-33.580645,10.770243,24.288602,508.057992,326.044482,6.681054,193.182659,-0.804259
123.032258,-33.580645,13.581047,22.747849,590.896677,406.391504,6.958957,110.734762,-0.937489
124.322581,-33.580645,11.89534,20.177309,463.045182,134.43093,6.879513,50.249281,-0.602029
125.612903,-33.580645,10.639148,21.748694,514.261298,236.418162,6.54439,26.343508,-1.997781
126.903226,-33.580645,8.600212,22.744821,587.805959,175.491975,6.289928,95.547007,0.322347
128.193548,-33.580645,18.187048,23.771074,649.088112,406.703726,6.030324,85.766263,-0.527324
129.483871,-33.580645,13.26384,20.217702,629.338303,423.577044,6.534257,87.849777,-1.421865
130.774194,-33.580645,16.521426,19.922758,590.911855,232.711222,6.506968,14.599679,-0.853658
132.064516,-33.580645,12.180603,20.174369,469.668568,194.200208,6.561661,49.249764,1.213977
133.354839,-33.580645,13.505351,19.250922,506.922516,307.079524,6.981052,55.079332,1.145902
134.645161,-33.580645,13.992632,18.942591,548.383264,273.087466,7.065133,118.46556,1.188519
135.935484,-33.580645,14.376824,19.872049,633.173205,339.210144,7.414401,67.587074,-0.672188
137.225806,-33.580645,14.065259,19.19533,609.154554,337.502423,6.792444,124.992401,1.547018
138.516129,-33.580645,16.755123,22.004698,691.677317,435.428465,6.446907,133.197689,-0.872311
139.806452,-33.580645,16.647417,21.16006,632.172613,247.103411,6.176101,171.340327,0.651962
141.096774,-33.580645,25.687865,20.516866,603.978342,598.903912,6.163125,164.157947,-0.177247
142.387097,-33.580645,20.970338,21.007623,570.599632,351.110733,6.497828,174.466615,1.420038
143.677419,-33.580645,17.696139,20.646408,581.923374,176.301842,6.009136,166.281321,0.695296
144.967742,-33.580645,18.274908,20.060604,645.504119,159.227343,6.301052,167.564053,-1.546036
146.258065,-33.580645,15.506462,21.123066,528.599184,275.906229,5.96899,193.837798,1.460246
147.548387,-33.580645,14.276182,20.244711,544.452141,348.196964,6.18519,162.467059,-0.340636
148.83871,-33.580645,16.866041,18.784918,571.812966,75.379932,7.303318,129.81784,-0.698301
150.129032,-33.580645,16.360442,19.332117,593.390616,-49.071655,6.908934,160.147852,-0.337515
151.419355,-33.580645,17.483061,18.56877,680.61926,144.611907,6.295466,142.836281,-1.215381
152.709677,-33.580645,23.218437,18.780447,688.241088,348.003518,6.302235,103.89194,-0.490471
154,-33.580645,18.436396,18.625975,719.35692,345.24701,6.123196,92.965528,-1.251655
114,-32.677419,13.850286,20.323145,619.329059,520.455952,5.776569,57.562076,1.45884
115.290323,-32.677419,9.747967,19.334597,576.377005,438.224228,5.970751,172.929263,-0.076008
116.580645,-32.677419,7.800814,20.258963,508.964421,359.846265,6.320318,282.254042,-2.300354
117.870968,-32.677419,11.027244,21.034561,555.897977,406.861379,6.755728,240.588548,-1.234529
119.16129,-32.677419,9.95324,21.395894,667.996528,180.815228,6.258725,235.559756,-0.318729
120.451613,-32.677419,13.911498,23.71249,575.17072,206.043982,6.268641,178.575609,-2.796964
121.741935,-32.677419,11.288981,22.990466,494.460292,332.383577,6.53111,170.133438,-2.111056
123.032258,-32.677419,13.900657,22.963931,536.328392,346.460452,7.0022,148.188968,-1.706491
124.322581,-32.677419,12.109987,20.080635,574.349179,42.187222,6.916756,107.712607,0.986158
125.612903,-32.677419,13.843803,20.544106,470.420598,236.493085,6.634359,71.986692,0.267937
126.903226,-32.677419,9.355438,21.509319,540.804866,137.420698,6.836671,129.020001,-0.20724
128.193548,-32.677419,16.117036,21.500602,623.123454,184.250808,6.347939,165.182438,-1.419922
129.483871,-32.677419,18.99613,21.785394,715.767591,465.906139,6.974584,99.177719,-0.478197
130.774194,-32.677419,13.956909,20.24883,584.932418,420.628602,6.24722,78.163713,-1.198841
132.064516,-32.677419,14.137782,19.99686,608.648182,217.094592,6.603208,109.90229,0.111479
133.354839,-32.677419,11.090356,18.434834,543.398002,430.105672,7.089914,91.595597,0.545318
134.645161,-32.677419,10.553637,18.146666,524.535325,286.52056,7.409751,115.610813,-0.195543
135.935484,-32.677419,15.636664,20.099646,542.520805,412.708224,6.789791,76.055207,0.305155
137.225806,-32.677419,20.485543,21.289911,597.641912,497.090163,6.546421,88.932766,1.066907
138.516129,-32.677419,19.451694,22.59215,644.384338,529.428865,5.889662,55.971559,0.033189
139.806452,-32.677419,20.646881,20.125011,618.327631,518.009731,6.065086,109.879712,-1.035578
141.096774,-32.677419,24.619311,22.370786,658.752661,444.882064,6.09987,132.609333,1.889116
142.387097,-32.677419,25.538633,22.254621,621.077039,307.648771,6.616705,191.842237,0.242851
143.677419,-32.677419,24.212812,20.998446,600.715979,364.996744,6.505786,140.464008,-0.483676
144.967742,-32.677419,18.235563,21.20089,573.6668,260.965123,6.315357,157.077984,-0.147357
146.258065,-32.677419,11.78322,19.840332,488.488081,214.746284,6.681651,155.885516,0.24934
147.548387,-32.677419,10.107122,18.679877,430.950466,156.553421,6.577139,141.853219,-0.146849
148.83871,-32.677419,18.151624,18.862597,539.66039,258.924453,7.280514,145.629253,-0.699881
150.129032,-32.677419,17.552072,17.78344,595.531302,215.18664,7.095258,198.353712,0.654057
151.419355,-32.677419,23.793083,18.579537,723.014701,365.463785,6.750255,119.138888,-0.092495
152.709677,-32.677419,22.936058,19.977774,726.378099,283.806738,6.673935,132.569347,-0.616413
154,-32.677419,21.121961,18.282696,755.042988,342.854708,6.198826,92.345029,-1.865034
114,-31.774194,13.429464,19.233499,605.188616,308.083857,5.618259,72.789633,-0.556116
115.290323,-31.774194,8.516363,19.568096,531.752762,372.198398,6.250976,189.779537,0.3734
116.580645,-31.774194,6.468268,19.050901,543.596209,276.912902,6.033204,196.184304,0.647628
117.870968,-31.774194,9.916125,19.857873,586.059172,353.976033,6.157241,185.834839,-1.27434
119.16129,-31.774194,13.071961,21.810327,573.745805,264.152556,6.21783,226.519223,1.511319
120.451613,-31.774194,9.656773,23.29015,563.790694,391.370167,6.479926,182.937003,-1.068496
121.741935,-31.774194,11.01655,22.936538,635.881525,363.955642,6.754863,216.120362,-0.610118
123.032258,-31.774194,6.96565,20.104364,523.979119,257.967,6.303926,255.218032,0.177149
124.322581,-31.774194,15.984297,19.937927,619.224425,22.505639,6.701625,171.521633,0.418027
125.612903,-31.774194,10.582235,21.212811,540.833002,121.582224,6.174497,156.662404,-0.020788
126.903226,-31.774194,11.570689,21.837167,636.78337,127.062721,7.172935,156.46027,-0.592565
128.193548,-31.774194,15.209546,21.119839,603.166542,338.67042,6.496243,139.323464,-1.748338
129.483871,-31.774194,13.084234,18.296044,646.404119,426.331138,7.121765,99.894069,-1.057168
130.774194,-31.774194,12.109346,19.403018,635.734004,324.414292,6.568492,138.392981,0.264591
132.064516,-31.774194,10.487131,19.909749,603.016802,325.128272,6.826971,150.54448,0.353175
133.354839,-31.774194,12.371169,19.034596,603.601976,364.865365,6.73018,141.681598,0.24627
134.645161,-31.774194,12.703262,19.098319,553.208559,375.748298,6.968019,150.84073,-0.070194
135.935484,-31.774194,15.358346,20.416206,620.953754,364.742141,6.897891,74.625581,-0.012848
137.225806,-31.774194,19.129767,20.728745,623.214722,543.203933,6.937281,45.250603,0.102414
138.516129,-31.774194,21.323165,22.60358,666.359368,613.994207,6.143601,72.479568,3.025755
139.806452,-31.774194,15.205261,21.860336,583.870196,377.483206,5.699341,118.999192,0.005566
141.096774,-31.774194,17.489957,20.613031,587.556876,469.268753,5.77826,175.486243,-1.024177
142.387097,-31.774194,23.754574,22.632042,659.483488,290.52917,6.371214,220.315298,1.05744
143.677419,-31.774194,24.40405,22.596668,635.802768,335.804413,6.568816,178.351617,1.460032
144.967742,-31.774194,19.381581,21.947123,565.894449,385.691179,6.453703,124.550429,0.838565
146.258065,-31.774194,10.621069,18.562203,503.804984,321.946007,6.638547,101.667733,-0.120468
147.548387,-31.774194,16.29227,17.997999,524.851991,251.435031,6.657252,98.603591,-1.568783
148.83871,-31.774194,14.910879,18.964623,541.846575,279.752453,6.817334,182.610131,0.769866
150.129032,-31.774194,24.840575,18.536204,612.624393,506.505192,7.539907,188.45431,1.140691
151.419355,-31.774194,21.690918,19.17778,599.349651,525.845265,6.99494,197.872369,-1.196158
152.709677,-31.774194,27.355811,21.827208,773.793306,371.989003,7.03759,128.114149,-1.047901
154,-31.774194,24.667175,19.03233,786.660905,304.594424,7.323831,113.594829,-0.683922
114,-30.870968,9.926211,16.978118,636.044611,493.478997,5.588265,137.030852,-0.909049
115.290323,-30.870968,8.89863,18.745589,478.700414,377.265467,5.990702,179.287244,-0.028365
116.580645,-30.870968,8.230649,18.399075,528.14195,357.788474,6.111926,146.299781,-1.946762
117.870968,-30.870968,10.617924,19.991962,542.703071,456.058302,6.534198,123.822096,0.144356
119.16129,-30.870968,11.445134,20.262421,493.610388,294.489072,6.315782,96.460238,-0.360075
120.451613,-30.870968,14.516077,23.740445,591.344873,295.784657,6.555534,180.912718,1.322434
121.741935,-30.870968,12.82388,22.038956,668.82829,276.770139,6.628183,227.430096,-1.05823
123.032258,-30.870968,10.104845,20.010789,579.602753,253.910568,6.582066,229.304234,1.861505
124.322581,-30.870968,5.724255,19.790046,585.076991,-67.116246,6.34346,262.315788,-0.17299
125.612903,-30.870968,13.050593,21.361079,677.703471,64.614739,7.178835,207.050731,0.106313
126.903226,-30.870968,11.698568,21.193567,564.67757,252.948603,6.645578,157.741934,-0.812325
128.193548,-30.870968,15.423773,18.665723,637.982177,346.968852,6.593217,181.812259,-1.832087
129.483871,-30.870968,13.773074,18.4845,621.092742,396.549752,6.89227,178.288523,-1.556076
130.774194,-30.870968,12.958174,19.693915,619.550415,190.804826,6.86134,139.12901,0.114659
