"LocationID","Longitude","Latitude","var1","var2","qv1","qv2","qv12","interaction"
62,116.982817197917,36.8109666011995,"x2","x3",0.100385892258101,0.510317327890455,0.586201975265739,"Enhance, bi-"
63,116.759544267552,36.301706355717,"x2","gc_x1",0.255747932846992,0.277553619311126,0.676165437792757,"Enhance, nonlinear"
64,116.566488424083,36.7415498217568,"x1","x3",0.40540792369386,0.0313771953815976,0.576367885374243,"Enhance, nonlinear"
65,116.849689718569,36.1980295738438,"x2","x6",0.32027939012509,0.0990943941382163,0.75610998689751,"Enhance, nonlinear"
66,116.189473935403,36.6895113645354,"x1","x2",0.298100664104607,0.045213154557009,0.429430894365417,"Enhance, nonlinear"
67,116.271286614705,36.5046370659722,"x1","x2",0.263818569861798,0.0505084630231137,0.390848857724822,"Enhance, nonlinear"
68,116.828158485238,36.3811099839862,"x2","x6",0.34512466964373,0.055395300832489,0.657742075015794,"Enhance, nonlinear"
69,116.693204820389,36.754712809436,"x1","x3",0.223392059284168,0.111559793151404,0.558834697326819,"Enhance, nonlinear"
70,116.240544739645,36.2585885287961,"x2","x6",0.164338107392867,0.238517260505404,0.565224017582915,"Enhance, nonlinear"
71,116.04298879602,36.4236486306181,"x1","x2",0.383419156797079,0.0869844081560978,0.539876087620493,"Enhance, nonlinear"
72,116.140479094116,36.7027600800153,"x1","gc_x1",0.256231467228047,0.180055187573179,0.436960866102604,"Enhance, nonlinear"
73,116.216385415057,36.0744451535633,"x1","x6",0.468013033775854,0.297650285503816,0.60665964295285,"Enhance, bi-"
74,116.479398564203,36.3550657952204,"x2","x6",0.207618478088645,0.118578201525516,0.5429015262577,"Enhance, nonlinear"
75,116.197410342284,36.0860952666029,"x1","x6",0.462670550812505,0.296267595232991,0.603695720236735,"Enhance, bi-"
76,116.719355837675,36.1199999123812,"x2","x6",0.257216746488012,0.0670625290833312,0.756780231009281,"Enhance, nonlinear"
77,116.007884738734,36.199013560242,"x2","x6",0.276654137888705,0.217695133263345,0.607080773113217,"Enhance, nonlinear"
78,116.375489964616,36.2467075869441,"x2","x6",0.15540421535193,0.140299706623945,0.530352697187651,"Enhance, nonlinear"
79,116.51440770831,36.2691533247242,"x2","x6",0.251779764000993,0.0309530001327032,0.619942273990679,"Enhance, nonlinear"
80,116.001570554217,36.3373080952791,"x1","x6",0.441235249913972,0.209523441907531,0.606576441943873,"Enhance, bi-"
81,116.581604002509,36.4423072432866,"x1","x2",0.215478164711406,0.264092301847398,0.443640624887707,"Enhance, bi-"
82,116.15790520818,36.7907423611265,"x1","x2",0.330551464945553,0.0897118152052834,0.50136225742366,"Enhance, nonlinear"
83,116.359028305858,36.6738568458706,"x1","gc_x1",0.376673332180832,0.0811000715486062,0.483358464115736,"Enhance, nonlinear"
84,116.645631878404,36.8596674208296,"x1","x3",0.292691597398195,0.0821181172177711,0.615627572990801,"Enhance, nonlinear"
85,116.775823362637,36.2987281917594,"x2","gc_x1",0.259328882705188,0.281558277871456,0.674030972086933,"Enhance, nonlinear"
86,116.563646841561,36.7417465167353,"x1","x3",0.407557386811424,0.032525558374493,0.575067517842873,"Enhance, nonlinear"
87,116.233703398611,36.119398845057,"x2","x6",0.209723172514905,0.260535414184965,0.605404349681742,"Enhance, nonlinear"
88,116.08998051635,36.1122271684231,"x1","x6",0.435773244921816,0.306988559038855,0.597299419814559,"Enhance, bi-"
89,116.085612064926,36.655298740603,"x1","gc_x1",0.220237331215649,0.124492763944186,0.379744841705183,"Enhance, nonlinear"
90,116.305218369467,36.4935787456809,"x1","x2",0.282941606456567,0.0657244371134473,0.400745468263303,"Enhance, nonlinear"
91,116.667426514672,36.5476656715153,"x1","x2",0.190585560118033,0.192356950804629,0.444336531985446,"Enhance, nonlinear"
92,116.00023889658,36.1106520304922,"x1","x6",0.39034745227878,0.241039775407743,0.621157532870573,"Enhance, bi-"
93,116.208569956943,36.7887912290404,"x1","x2",0.34476036433339,0.11029902789259,0.481233868276147,"Enhance, nonlinear"
94,116.933034127345,36.7581139340764,"x2","x3",0.142550439913625,0.42573848881736,0.574488888998836,"Enhance, nonlinear"
95,116.925644748611,36.0416140321875,"x2","x6",0.433988885595879,0.201433727367885,0.757892489868331,"Enhance, nonlinear"
96,116.734094301006,36.636316495738,"x1","x6",0.143841112793728,0.207866287788828,0.449435199727868,"Enhance, nonlinear"
97,116.333071983419,36.4813119496219,"x1","x2",0.297214907923249,0.0696228437788089,0.403214149907459,"Enhance, nonlinear"
98,116.515063329833,36.8509115106426,"x1","x3",0.413689158580851,0.0390160074792267,0.620723724266569,"Enhance, nonlinear"
99,116.743974646321,36.8208269811468,"x1","x3",0.133979421287247,0.176533785166377,0.574198698442753,"Enhance, nonlinear"
100,116.619159240043,36.4103806648403,"x2","gc_x1",0.215832285418752,0.107513108464164,0.42670096466539,"Enhance, nonlinear"
101,116.626245344523,36.6889684307389,"x1","x6",0.265003474579126,0.1391614581857,0.480055152386158,"Enhance, nonlinear"
102,116.217157698236,36.4545401215553,"x1","x2",0.333191066815345,0.0513885307273019,0.443286783230193,"Enhance, nonlinear"
103,116.21656731097,36.1822936346289,"x2","x6",0.174098029517152,0.26921960311435,0.575176748482417,"Enhance, nonlinear"
104,116.388945028652,36.6454248500755,"x1","x2",0.367935256613998,0.0817571187742436,0.489389316504605,"Enhance, nonlinear"
105,116.942455691984,36.6912692679791,"x2","x3",0.1684404736777,0.397383667863278,0.601100947355291,"Enhance, nonlinear"
106,116.962608013768,36.6357393407263,"x2","x3",0.167987843589716,0.397033565420832,0.61175144816331,"Enhance, nonlinear"
107,116.739855279215,36.1724617225584,"x2","x6",0.258927296259102,0.0572834036148678,0.745165880976154,"Enhance, nonlinear"
108,116.733245905722,36.2681098209461,"x2","gc_x1",0.248400878756584,0.306883131734268,0.674273130144243,"Enhance, nonlinear"
109,116.535761289997,36.2926181397401,"x2","x6",0.264275928982145,0.0311591137392346,0.612352961931304,"Enhance, nonlinear"
110,116.002272966085,36.5146886113565,"x1","x2",0.330907671630144,0.0427385414260761,0.48147400941069,"Enhance, nonlinear"
111,116.608937452547,36.7942423729459,"x1","x3",0.385693909504034,0.0514685937201484,0.613821278754239,"Enhance, nonlinear"
112,116.836801559431,36.7893930387916,"x1","x3",0.0391934721552043,0.357949979997039,0.534073454004768,"Enhance, nonlinear"
113,116.751522562699,36.3472672834061,"x2","gc_x1",0.257610969634197,0.269564063446934,0.631597931888687,"Enhance, nonlinear"
114,116.452731572557,36.6639949393691,"x1","x3",0.406941369565096,0.013504827271925,0.552176777562212,"Enhance, nonlinear"
115,116.535789993824,36.716687427694,"x1","x3",0.403053355811115,0.0338642920717502,0.556664482168334,"Enhance, nonlinear"
116,116.537376695313,36.6517453146866,"x1","x2",0.312385480861345,0.0836019234869068,0.493851764478047,"Enhance, nonlinear"
117,116.001380843576,36.3468947300222,"x1","x2",0.448201436758574,0.377265203998399,0.62974852779299,"Enhance, bi-"
118,116.35566595383,36.2683370543411,"x2","x6",0.147559309107889,0.198717965568278,0.539679707519467,"Enhance, nonlinear"
119,116.612133090151,36.0517240371555,"x2","x6",0.26338090591271,0.0276463837796423,0.753582479647863,"Enhance, nonlinear"
120,116.828942130553,36.6063236678252,"x2","x3",0.204446825629784,0.275863701096213,0.513132055702305,"Enhance, nonlinear"
121,116.356721999357,36.1781927342294,"x1","x6",0.42372194031845,0.1275364672653,0.557720076142182,"Enhance, nonlinear"
122,116.410635125823,36.5625971091678,"x1","x2",0.296301595330819,0.0973366131430875,0.432934685519054,"Enhance, nonlinear"
123,116.573475898942,36.1243645564886,"x2","x6",0.249827288220653,0.0227479656239203,0.760083125429429,"Enhance, nonlinear"
124,116.589678303571,36.3357706685783,"x2","gc_x1",0.268567066931051,0.181719621618545,0.612698473678852,"Enhance, nonlinear"
125,116.719657292357,36.2826808495447,"x2","gc_x1",0.240966319673048,0.284085364013256,0.663242373901704,"Enhance, nonlinear"
126,116.394973045215,36.7336664098548,"x1","x6",0.404294130077934,0.0412800619085029,0.514242851120541,"Enhance, nonlinear"
127,116.919203929137,36.3314862872707,"x2","x6",0.48074970770681,0.0977824173943316,0.701686092804288,"Enhance, nonlinear"
128,116.962570293574,36.3956797135994,"x2","x6",0.475443985312623,0.175014669371285,0.749686986936289,"Enhance, nonlinear"
129,116.23352352553,36.3951522247167,"x2","x6",0.129765330618208,0.193916790822355,0.551903156634607,"Enhance, nonlinear"
130,116.724497599993,36.5416454571532,"x2","x6",0.21686530428024,0.115164839310998,0.472435394418089,"Enhance, nonlinear"
131,116.903634525137,36.3635162426624,"x2","x6",0.430013542985824,0.0925574644127183,0.722916717827257,"Enhance, nonlinear"
132,116.603474084754,36.8624864528887,"x1","x3",0.374285038968015,0.0570368658681617,0.656766448288763,"Enhance, nonlinear"
133,116.631507298909,36.8736911673099,"x1","x3",0.335447869595171,0.0451327081025679,0.608550100745305,"Enhance, nonlinear"
134,116.937385849655,36.8230752208969,"x1","x3",0.0311530296478252,0.512946089145295,0.593650686782552,"Enhance, nonlinear"
135,116.850482750684,36.0745863375021,"x2","x6",0.377578820607322,0.145063553094024,0.750844556309607,"Enhance, nonlinear"
136,116.57982089906,36.4291736498941,"x1","x2",0.209569289950552,0.25015608056948,0.417975196769352,"Enhance, bi-"
137,116.82140392391,36.3052217393182,"x2","x6",0.294618687610556,0.0338252639864172,0.650545794517644,"Enhance, nonlinear"
138,116.113718609093,36.6060922325822,"x1","x2",0.216928113789138,0.020122016479913,0.375102893913597,"Enhance, nonlinear"
139,116.764507758664,36.5728373506805,"x1","x2",0.15802537097385,0.219397484350034,0.476942579638335,"Enhance, nonlinear"
140,116.623613457195,36.7733503030613,"x1","x3",0.332246230428731,0.0458222736509543,0.567338545833215,"Enhance, nonlinear"
141,116.148446606705,36.8534559823573,"x1","x2",0.383036737922231,0.12353478420403,0.562691512015192,"Enhance, nonlinear"
142,116.080264466582,36.5165703593055,"x1","x2",0.328757175155562,0.0270112332570159,0.471970087314578,"Enhance, nonlinear"
143,116.464069551323,36.481742149964,"x1","x2",0.230502767762543,0.162194940822447,0.442861249039864,"Enhance, nonlinear"
144,116.779368161457,36.8475249985931,"x1","x3",0.102649365890351,0.285534419845174,0.529888469448026,"Enhance, nonlinear"
145,116.733527959557,36.8031196369557,"x1","x3",0.127273823886703,0.195005215461842,0.587661667102413,"Enhance, nonlinear"
146,116.817230444402,36.3692757048178,"x2","x6",0.308076942626823,0.0392000635532836,0.629270945804066,"Enhance, nonlinear"
147,116.170162481256,36.0450276726857,"x1","x6",0.455310545867422,0.343479742741206,0.610603651344278,"Enhance, bi-"
148,116.944720325526,36.7004423651844,"x2","x3",0.153499214784265,0.422190434882892,0.590323072588772,"Enhance, nonlinear"
149,116.293623841368,36.8333652507048,"x1","x2",0.380820365720508,0.135785271186078,0.528270248709421,"Enhance, nonlinear"
150,116.149072052445,36.3397294871276,"x2","x6",0.159766846967787,0.214775626002668,0.540504405389931,"Enhance, nonlinear"
151,116.719378591282,36.2204288951587,"x2","x6",0.264816949893944,0.0576513472537729,0.732399253648796,"Enhance, nonlinear"
152,116.324085952481,36.0788723176578,"x1","x6",0.44802682766788,0.174900314782964,0.576847069502306,"Enhance, bi-"
153,116.77880949853,36.3519976471318,"x2","x6",0.273254106090676,0.0310941355243455,0.62180846409521,"Enhance, nonlinear"
154,116.394441001816,36.1643052827334,"x1","x2",0.387669016792587,0.159010628540321,0.541105723456688,"Enhance, bi-"
155,116.678592867916,36.1202623061836,"x2","x6",0.2489111794393,0.0622351952381028,0.760332274576293,"Enhance, nonlinear"
156,116.775825042743,36.231716622063,"x2","x6",0.246937509554111,0.0499834837891588,0.732194646374371,"Enhance, nonlinear"
157,116.187869044021,36.497922343039,"x1","x2",0.266583531657823,0.0414696341356545,0.410575687001562,"Enhance, nonlinear"
158,116.029085818911,36.133262348827,"x1","x6",0.440762239661463,0.259427573770163,0.621428824802301,"Enhance, bi-"
159,116.135713797063,36.8666071417043,"x1","x2",0.422068805512555,0.101705993473815,0.578460081469545,"Enhance, nonlinear"
160,116.680164178135,36.8500705909682,"x1","x3",0.236012753076003,0.118696267972186,0.589754865157258,"Enhance, nonlinear"
161,116.934822953772,36.8930572147015,"x2","x3",0.104734815604566,0.505237054940982,0.592484706796136,"Enhance, bi-"
162,116.550494084368,36.6355895135785,"x1","x2",0.2800884237362,0.0994640806617844,0.48361127608472,"Enhance, nonlinear"
163,116.601766235428,36.1267005201895,"x2","x6",0.270573267733836,0.0357780064320196,0.739904452939031,"Enhance, nonlinear"
164,116.196994488128,36.0080843617441,"x1","x6",0.467850693082129,0.360524081264624,0.636239912877065,"Enhance, bi-"
165,116.535236610565,36.6178459847113,"x1","x2",0.270552969300351,0.117367167628561,0.478433363836678,"Enhance, nonlinear"
166,116.179555739276,36.6130963725736,"x1","x2",0.253467700346526,0.0341551758475117,0.406727802223623,"Enhance, nonlinear"
167,116.451886494411,36.8257597942371,"x1","x6",0.471747332337473,0.0894088173521171,0.62691693658877,"Enhance, nonlinear"
168,116.317053351784,36.3675790927839,"x2","x6",0.126234882720367,0.183058346392916,0.535615685248559,"Enhance, nonlinear"
169,116.116174670402,36.3801954510855,"x1","x2",0.406156641960583,0.187204221354286,0.54079106127383,"Enhance, bi-"
170,116.18610215676,36.4835880736588,"x1","x2",0.286498806632294,0.0484207795054665,0.426102439457299,"Enhance, nonlinear"
171,116.729730096646,36.3722818167647,"x2","gc_x1",0.248192238238492,0.216449513610616,0.593845293363801,"Enhance, nonlinear"
172,116.411872071214,36.0878801926738,"x1","x2",0.408027790688761,0.171735608971715,0.588717616108728,"Enhance, nonlinear"
173,116.414049681742,36.3422408763086,"x2","x6",0.177103737808462,0.180178469337182,0.582974054836023,"Enhance, nonlinear"
174,116.480310129002,36.1782005197601,"x2","x6",0.213827427940231,0.0306253402791493,0.609291649756801,"Enhance, nonlinear"
175,116.427494465606,36.652521803719,"x1","x3",0.389673302977254,0.00820914312559573,0.516099981981767,"Enhance, nonlinear"
176,116.136490360135,36.0099081368884,"x1","x6",0.460388159085251,0.335101686445999,0.64409251205165,"Enhance, bi-"
177,116.82467940636,36.826971984026,"x1","x3",0.036326946890705,0.348305635053186,0.500026111107444,"Enhance, nonlinear"
178,116.592304242542,36.8102058607154,"x1","x3",0.399356508140522,0.049472393856403,0.624297458846233,"Enhance, nonlinear"
179,116.794396977639,36.6787384780124,"x3","x6",0.224071552409698,0.235498825220872,0.456609807127837,"Enhance, bi-"
180,116.769032425713,36.8567296335474,"x1","x3",0.0958871325589169,0.279047440441989,0.522682725438563,"Enhance, nonlinear"
181,116.918056417257,36.5630283830222,"x2","x3",0.229036873144549,0.393187911275223,0.648594264724971,"Enhance, nonlinear"
182,116.862629777053,36.590355469007,"x2","x3",0.222550341926592,0.317121136349005,0.569114833116795,"Enhance, nonlinear"
183,116.316975237802,36.3432380558224,"x2","x6",0.12966679765933,0.184840394168418,0.519824888134789,"Enhance, nonlinear"
184,116.259260575986,36.0590450717602,"x1","x6",0.453683559432632,0.273201369880342,0.582864144558541,"Enhance, bi-"
185,116.74226645194,36.6217927653808,"x1","x6",0.140165433508067,0.196640187124504,0.422870251060241,"Enhance, nonlinear"
186,116.74736111681,36.1147354806075,"x2","x6",0.278229315640256,0.0823212170660831,0.75020680980174,"Enhance, nonlinear"
187,116.917904034024,36.2621866667178,"x2","x6",0.460376040871146,0.117365333457625,0.73503698140687,"Enhance, nonlinear"
188,116.793191209203,36.5689988017548,"x2","x6",0.229074982539004,0.12930029444651,0.504436350033809,"Enhance, nonlinear"
189,116.133329618257,36.3510215979768,"x1","x6",0.401479671028771,0.221745290839617,0.528207631349651,"Enhance, bi-"
190,116.287749752169,36.0633830938954,"x2","x6",0.197442189469531,0.238617463726814,0.573592711230453,"Enhance, nonlinear"
191,116.194676143816,36.7772156378254,"x1","x2",0.335516788388047,0.103005597911505,0.48830825055188,"Enhance, nonlinear"
192,116.784109382657,36.346671186341,"x2","x6",0.266428924044953,0.0302602795527592,0.62395547629962,"Enhance, nonlinear"
193,116.128872161731,36.6036841203924,"x1","gc_x1",0.216485991581045,0.0990523722999211,0.377812678940135,"Enhance, nonlinear"
194,116.129089283524,36.0190766720334,"x1","x6",0.454850673316442,0.339115723645965,0.644402622845903,"Enhance, bi-"
195,116.072253111284,36.5357058846625,"x1","x2",0.300742518912289,0.017640998616589,0.439552153636508,"Enhance, nonlinear"
196,116.05312948348,36.2486170450458,"x2","x6",0.262129713537513,0.196341636631144,0.601641841825078,"Enhance, nonlinear"
197,116.531874436419,36.3592142145149,"x2","x6",0.250266387039457,0.0560834418868341,0.522378803275039,"Enhance, nonlinear"
198,116.11230824166,36.1312338865595,"x2","x6",0.177150339874092,0.268458235547533,0.607805960879688,"Enhance, nonlinear"
199,116.743187719723,36.7416735556209,"x1","x3",0.131368155796369,0.173826701640383,0.517189256992482,"Enhance, nonlinear"
200,116.731315477286,36.1263688943815,"x2","x6",0.26416929331358,0.0704815478393874,0.754929265413971,"Enhance, nonlinear"
201,116.885117687052,36.8181427636184,"x2","x3",0.0805438884409059,0.427428632269877,0.557197986815637,"Enhance, nonlinear"
202,116.517111055553,36.8099323302973,"x1","x3",0.422941206551912,0.040003185544231,0.620896978670637,"Enhance, nonlinear"
203,116.851930984994,36.1731143285288,"x2","x6",0.323567935850719,0.10792278662832,0.747433411827333,"Enhance, nonlinear"
204,116.442796268268,36.47906123742,"x1","x2",0.231334859383478,0.162715030464128,0.425844512660935,"Enhance, nonlinear"
205,116.157880100422,36.4699122664751,"x1","x2",0.314319192983652,0.0439369244663796,0.451270317179279,"Enhance, nonlinear"
206,116.442324638832,36.1443021578947,"x1","x2",0.386001624907186,0.165860569164488,0.574226439912074,"Enhance, nonlinear"
207,116.967733667232,36.4676103159087,"x2","x6",0.289099667662408,0.122233477223649,0.719331012056215,"Enhance, nonlinear"
208,116.484587929444,36.2020531583112,"x2","x6",0.217546400341318,0.0338955937101524,0.611515770658228,"Enhance, nonlinear"
209,116.252458439441,36.2533607913181,"x2","x6",0.164928228614455,0.235743330944005,0.56210773929007,"Enhance, nonlinear"
210,116.259689980187,36.4533188218949,"x2","x6",0.0820222799277268,0.115903883351037,0.469704280105987,"Enhance, nonlinear"
211,116.542015940882,36.1430645839311,"x2","x6",0.233442398725591,0.0208129690719282,0.712361306592947,"Enhance, nonlinear"
212,116.649875837611,36.828567665373,"x1","x3",0.350011752290899,0.0733593712590993,0.657207518015426,"Enhance, nonlinear"
213,116.336419132305,36.4491265136981,"x2","x6",0.0855428671549091,0.127072657089247,0.471867866088,"Enhance, nonlinear"
214,116.060949746286,36.5538096694043,"x1","x6",0.258316655412731,0.0139777202909789,0.372319590209867,"Enhance, nonlinear"
215,116.451310850214,36.6695377892582,"x1","x3",0.402474164030594,0.0135551422859617,0.550551229246773,"Enhance, nonlinear"
216,116.838755033445,36.5551363897277,"x2","x3",0.220473615932751,0.304543273732013,0.569108757278684,"Enhance, nonlinear"
217,116.574637334328,36.8371269413503,"x1","x3",0.402563200867136,0.0479157406988179,0.6541634982807,"Enhance, nonlinear"
218,116.353350377409,36.0723406194476,"x1","x6",0.470032137625217,0.144875819039114,0.604074269476665,"Enhance, bi-"
219,116.547426078236,36.0253090719692,"x2","x6",0.284809897106736,0.0325508755645352,0.75263298990959,"Enhance, nonlinear"
220,116.892718593823,36.4873756218469,"x2","x6",0.255036108347943,0.111642999290134,0.651480841349495,"Enhance, nonlinear"
221,116.489990570582,36.2170823119814,"x2","x6",0.242716931094729,0.0370700299775245,0.637137857975185,"Enhance, nonlinear"
222,116.171632113168,36.5803537697531,"x1","x2",0.22831575541871,0.0211401654437722,0.367384076240886,"Enhance, nonlinear"
223,116.543030994013,36.3399631192675,"x2","x6",0.265341197761984,0.0531677594172024,0.552241022666726,"Enhance, nonlinear"
224,116.961467695888,36.0421683180146,"x2","x6",0.512455307504899,0.317610899065274,0.81182492864695,"Enhance, bi-"
225,116.313683822053,36.0433264493477,"x1","x6",0.463819196283099,0.234802146798705,0.586212378457718,"Enhance, bi-"
226,116.820514548104,36.8665584231494,"x1","x3",0.0549861616840924,0.364808266953092,0.507694668310127,"Enhance, nonlinear"
227,116.307054400444,36.2038200754439,"x2","x6",0.183526551136647,0.214500759997429,0.556373709127362,"Enhance, nonlinear"
