"block_id","col","row","x_km","y_km","gamma_a","gamma_b","gamma","stage"
156,36,4,355,35,0.293998083859204,0.468987436431946,0.381492760145575,"MR"
157,37,4,365,35,0.333142688542014,0.487464638918949,0.410303663730481,"MR"
158,38,4,375,35,0.327895099591622,0.505024653632082,0.416459876611852,"MR"
159,39,4,385,35,0.372703577788638,0.565452579199547,0.469078078494093,"MR"
160,40,4,395,35,0.321548550034521,0.651304173584116,0.486426361809318,"MR"
161,1,5,5,45,0.235436240465107,0.572478139901561,0.403957190183334,"MR"
162,2,5,15,45,0.29052378084826,0.608270235359911,0.449397008104086,"MR"
163,3,5,25,45,0.159926784506324,0.514437006823495,0.337181895664909,"MR"
164,4,5,35,45,0.188445198309457,0.615699048785804,0.40207212354763,"MR"
165,5,5,45,45,0.154821080931197,0.546929222226839,0.350875151579018,"MR"
166,6,5,55,45,0.167796924820675,0.545244257278717,0.356520591049696,"MR"
167,7,5,65,45,0.154065545382664,0.533337143572588,0.343701344477626,"MR"
168,8,5,75,45,0.138322110323539,0.429988257760486,0.284155184042013,"MR"
169,9,5,85,45,0.206581503453667,0.558123817518304,0.382352660485986,"MR"
170,10,5,95,45,0.173862501038957,0.434157296954911,0.304009898996934,"MR"
171,11,5,105,45,0.19174799347052,0.471486650997604,0.331617322234062,"MR"
172,12,5,115,45,0.158006124015997,0.369367411116075,0.263686767566036,"MR"
173,13,5,125,45,0.157366364390623,0.335306370113347,0.246336367251985,"MR"
174,14,5,135,45,0.110166061855037,0.271513441983819,0.190839751919428,"MR"
175,15,5,145,45,0.118954824644687,0.216691883714256,0.167823354179472,"MR"
176,16,5,155,45,0.0929912337126777,0.311302196114917,0.202146714913797,"MR"
177,17,5,165,45,0.109429966498676,0.413544569227287,0.261487267862982,"MR"
178,18,5,175,45,0.207402583290347,0.619536673166636,0.413469628228491,"MR"
179,19,5,185,45,0.192212915093547,0.543595395671202,0.367904155382375,"MR"
180,20,5,195,45,0.122248333087069,0.517675176197093,0.319961754642081,"MR"
181,21,5,205,45,0.111166653164824,0.269484331343531,0.190325492254178,"MR"
182,22,5,215,45,0.134676163260969,0.437073808211628,0.285874985736299,"MR"
183,23,5,225,45,0.128556800125744,0.46995118593161,0.299253993028677,"MR"
184,24,5,235,45,0.209907417973582,0.561290601644591,0.385599009809086,"MR"
185,25,5,245,45,0.221541679259375,0.555548818655911,0.388545248957643,"MR"
186,26,5,255,45,0.230574874502964,0.541070187061901,0.385822530782432,"MR"
187,27,5,265,45,0.220243607211949,0.510292539236429,0.365268073224189,"MR"
188,28,5,275,45,0.283035050548248,0.539846673105688,0.411440861826968,"MR"
189,29,5,285,45,0.397214688518848,0.525966986209024,0.461590837363936,"MR"
190,30,5,295,45,0.501059419970227,0.503004910589694,0.50203216527996,"MR"
191,31,5,305,45,0.498835006668687,0.451215806159142,0.475025406413914,"MR"
192,32,5,315,45,0.514182609350509,0.449311583527983,0.481747096439246,"MR"
193,33,5,325,45,0.41574101369373,0.421361908848859,0.418551461271295,"MR"
194,34,5,335,45,0.442270478246538,0.475959559785336,0.459115019015937,"MR"
195,35,5,345,45,0.423703403324374,0.514462746579583,0.469083074951979,"MR"
196,36,5,355,45,0.350248356133451,0.506573441525984,0.428410898829717,"MR"
197,37,5,365,45,0.379011114182435,0.535811874245365,0.4574114942139,"MR"
198,38,5,375,45,0.344836694029515,0.616227519668084,0.4805321068488,"MR"
199,39,5,385,45,0.263498883423306,0.654409490746659,0.458954187084983,"MR"
200,40,5,395,45,0.258150602195753,0.703440508971674,0.480795555583713,"MR"
201,1,6,5,55,0.388226891866205,0.678965693710834,0.533596292788519,"MR"
202,2,6,15,55,0.372397923549191,0.625245144814692,0.498821534181941,"MR"
203,3,6,25,55,0.358010007964868,0.633833240998168,0.495921624481518,"MR"
204,4,6,35,55,0.336247994506159,0.609357028152452,0.472802511329305,"MR"
205,5,6,45,55,0.298801251106707,0.618812912094564,0.458807081600635,"MR"
206,6,6,55,55,0.268128946570769,0.582047143552371,0.42508804506157,"MR"
207,7,6,65,55,0.190469613611556,0.564049322142968,0.377259467877262,"MR"
208,8,6,75,55,0.181300114801065,0.577714881204642,0.379507498002853,"MR"
209,9,6,85,55,0.222879653711402,0.549890880390907,0.386385267051155,"MR"
210,10,6,95,55,0.219638367448828,0.482338549451979,0.350988458450404,"MR"
211,11,6,105,55,0.187539888688962,0.434944415839594,0.311242152264278,"MR"
212,12,6,115,55,0.231203423010495,0.402601973704705,0.3169026983576,"MR"
213,13,6,125,55,0.158224086751429,0.304292595229875,0.231258340990652,"MR"
214,14,6,135,55,0.142680655934452,0.329695047193625,0.236187851564039,"MR"
215,15,6,145,55,0.0962733296592345,0.273342510302495,0.184807919980865,"MR"
216,16,6,155,55,0.134552176675588,0.472988326736503,0.303770251706045,"MR"
217,17,6,165,55,0.105668265082045,0.4350174879004,0.270342876491223,"MR"
218,18,6,175,55,0.143761798797386,0.551294592185294,0.34752819549134,"MR"
219,19,6,185,55,0.09768346099674,0.347465225318479,0.22257434315761,"MR"
220,20,6,195,55,0.0997556050795723,0.334256978459354,0.217006291769463,"MR"
221,21,6,205,55,0.0732300870967836,0.340628068984702,0.206929078040743,"IR"
222,22,6,215,55,0.0667798120794531,0.313281096727811,0.190030454403632,"IR"
223,23,6,225,55,0.126591350792392,0.381364781460773,0.253978066126582,"MR"
224,24,6,235,55,0.188555058135047,0.549892162280336,0.369223610207691,"MR"
225,25,6,245,55,0.2196465269565,0.541135307380086,0.380390917168293,"MR"
226,26,6,255,55,0.227728538810549,0.530949454425449,0.379338996617999,"MR"
227,27,6,265,55,0.348475927459446,0.625987523341955,0.487231725400701,"MR"
228,28,6,275,55,0.441612302916577,0.549775480037611,0.495693891477094,"MR"
229,29,6,285,55,0.434350384836667,0.494810369339956,0.464580377088311,"MR"
230,30,6,295,55,0.481642914578614,0.431221821658139,0.456432368118377,"MR"
231,31,6,305,55,0.612892962259784,0.471667414983977,0.542280188621881,"NR"
232,32,6,315,55,0.568315428035292,0.465795853683423,0.517055640859358,"MR"
233,33,6,325,55,0.531237190458891,0.461786641663325,0.496511916061108,"MR"
234,34,6,335,55,0.496011709474916,0.485147031005852,0.490579370240384,"MR"
235,35,6,345,55,0.429922914093768,0.447870210713517,0.438896562403642,"MR"
236,36,6,355,55,0.341069931591653,0.557009411818146,0.4490396717049,"MR"
237,37,6,365,55,0.209866716288048,0.602525897460276,0.406196306874162,"MR"
238,38,6,375,55,0.170599338021952,0.569204815679001,0.369902076850476,"MR"
239,39,6,385,55,0.142559029655315,0.711912205220859,0.427235617438087,"MR"
240,40,6,395,55,0.139845591144007,0.644900407448815,0.392372999296411,"MR"
241,1,7,5,65,0.515916234504016,0.657634349786876,0.586775292145446,"MR"
242,2,7,15,65,0.485511769447983,0.628066280023566,0.556789024735774,"MR"
243,3,7,25,65,0.509701428047897,0.671984931257921,0.590843179652909,"MR"
244,4,7,35,65,0.544055375630147,0.674241772145566,0.609148573887857,"MR"
245,5,7,45,65,0.409681781353737,0.718964440465896,0.564323110909817,"MR"
246,6,7,55,65,0.322014493751188,0.619646573272667,0.470830533511927,"MR"
247,7,7,65,65,0.31732102860936,0.594251225065778,0.455786126837569,"MR"
248,8,7,75,65,0.243919156503926,0.575798141423354,0.40985864896364,"MR"
249,9,7,85,65,0.287578973554042,0.558677706522397,0.423128340038219,"MR"
250,10,7,95,65,0.351129911380119,0.501457816335271,0.426293863857695,"MR"
251,11,7,105,65,0.298128298753584,0.507098675976246,0.402613487364915,"MR"
252,12,7,115,65,0.304148159861049,0.463405450176943,0.383776805018996,"MR"
253,13,7,125,65,0.187879167453194,0.453119843493248,0.320499505473221,"MR"
254,14,7,135,65,0.126469055077405,0.37892208139801,0.252695568237707,"MR"
255,15,7,145,65,0.109896341161376,0.337554835008201,0.223725588084789,"MR"
256,16,7,155,65,0.0692386527362271,0.326205147821267,0.197721900278747,"IR"
257,17,7,165,65,0.115568129905041,0.439647481589311,0.277607805747176,"MR"
258,18,7,175,65,0.0751853884937108,0.390067918612494,0.232626653553102,"IR"
259,19,7,185,65,0.0758271919418461,0.387722575515631,0.231774883728739,"IR"
260,20,7,195,65,0.0621271996186588,0.350726451279915,0.206426825449287,"IR"
261,21,7,205,65,0.0407858384718219,0.275635614841429,0.158210726656626,"IR"
262,22,7,215,65,0.0645769328452537,0.239815449774493,0.152196191309874,"IR"
263,23,7,225,65,0.084389958644068,0.316154797486435,0.200272378065252,"IR"
264,24,7,235,65,0.13593379634619,0.479838411311103,0.307886103828646,"MR"
265,25,7,245,65,0.243047126908521,0.573453151463979,0.40825013918625,"MR"
266,26,7,255,65,0.399974652173528,0.542679335055824,0.471326993614676,"MR"
267,27,7,265,65,0.393113263420464,0.598807781443103,0.495960522431784,"MR"
268,28,7,275,65,0.457390770351441,0.536474611991263,0.496932691171352,"MR"
269,29,7,285,65,0.493249118967845,0.447794851533683,0.470521985250764,"MR"
270,30,7,295,65,0.566528534772309,0.495745014584497,0.531136774678403,"MR"
271,31,7,305,65,0.625217173004037,0.481184000777229,0.553200586890633,"NR"
272,32,7,315,65,0.665118995412188,0.453321066798746,0.559220031105467,"NR"
273,33,7,325,65,0.615191676809668,0.510693750170769,0.562942713490219,"NR"
274,34,7,335,65,0.501684475124337,0.49115032007023,0.496417397597283,"MR"
275,35,7,345,65,0.44340937281376,0.583124314610086,0.513266843711923,"MR"
276,36,7,355,65,0.385386739892348,0.564120985366513,0.474753862629431,"MR"
277,37,7,365,65,0.223530618945269,0.595434409602187,0.409482514273728,"MR"
278,38,7,375,65,0.18848750784805,0.631908402154869,0.41019795500146,"MR"
279,39,7,385,65,0.123045146480248,0.610057379376985,0.366551262928617,"MR"
280,40,7,395,65,0.0710292323220469,0.523407828899285,0.297218530610666,"IR"
281,1,8,5,75,0.544294950414578,0.681886217856055,0.613090584135316,"MR"
282,2,8,15,75,0.594688192836767,0.632597375092194,0.61364278396448,"NR"
283,3,8,25,75,0.583910468446014,0.656132594433504,0.620021531439759,"NR"
284,4,8,35,75,0.626824227689425,0.626020916996666,0.626422572343045,"NR"
285,5,8,45,75,0.503784169711501,0.664993498265397,0.584388833988449,"MR"
286,6,8,55,75,0.487025891139481,0.635237887148679,0.56113188914408,"MR"
287,7,8,65,75,0.341032186622518,0.599172339625213,0.470102263123866,"MR"
288,8,8,75,75,0.331772674788858,0.595227267334544,0.463499971061701,"MR"
289,9,8,85,75,0.352969568141079,0.544263732034269,0.448616650087674,"MR"
290,10,8,95,75,0.371049645425212,0.60819178671219,0.489620716068701,"MR"
291,11,8,105,75,0.31668598665868,0.49799827373535,0.407342130197015,"MR"
292,12,8,115,75,0.317200963569924,0.593256321445706,0.455228642507815,"MR"
293,13,8,125,75,0.263322138444305,0.487253019728992,0.375287579086649,"MR"
294,14,8,135,75,0.201738297309345,0.496021722167805,0.348880009738575,"MR"
295,15,8,145,75,0.15707421062717,0.480415632622774,0.318744921624972,"MR"
296,16,8,155,75,0.0764007980721456,0.399209944458505,0.237805371265325,"IR"
297,17,8,165,75,0.0756832747061366,0.371383563956545,0.223533419331341,"IR"
298,18,8,175,75,0.0677242096418303,0.324683653336779,0.196203931489305,"IR"
299,19,8,185,75,0.0276221441458074,0.316886961143322,0.172254552644565,"IR"
300,20,8,195,75,0.0309868707328196,0.264497602377667,0.147742236555243,"IR"
301,21,8,205,75,0.0521615839503644,0.297251006498156,0.17470629522426,"IR"
302,22,8,215,75,0.0592605261029442,0.277408598243891,0.168334562173418,"IR"
303,23,8,225,75,0.0692823391849715,0.329628281144762,0.199455310164867,"IR"
304,24,8,235,75,0.150005675108921,0.530839761765094,0.340422718437008,"MR"
305,25,8,245,75,0.300662220454613,0.567907531114925,0.434284875784769,"MR"
306,26,8,255,75,0.423157144441655,0.550964018901677,0.487060581671666,"MR"
307,27,8,265,75,0.40547072934356,0.594640334573894,0.500055531958727,"MR"
308,28,8,275,75,0.447462856207987,0.585934623889829,0.516698740048908,"MR"
309,29,8,285,75,0.485401259586368,0.56567061090557,0.525535935245969,"MR"
310,30,8,295,75,0.644979789272882,0.475536807340986,0.560258298306934,"NR"
311,31,8,305,75,0.68538813603317,0.465997558615897,0.575692847324534,"NR"
312,32,8,315,75,0.690549987853648,0.490046587454182,0.590298287653915,"NR"
313,33,8,325,75,0.665771039426524,0.503113573019876,0.5844423062232,"NR"
314,34,8,335,75,0.539878784866038,0.534565830327332,0.537222307596685,"MR"
315,35,8,345,75,0.530207653080044,0.573293896362044,0.551750774721044,"MR"
316,36,8,355,75,0.343781599982633,0.596440692251061,0.470111146116847,"MR"
317,37,8,365,75,0.237992696071697,0.657479479543332,0.447736087807515,"MR"
318,38,8,375,75,0.112498940915051,0.505493983834101,0.308996462374576,"MR"
319,39,8,385,75,0.0546266403837191,0.395734154529565,0.225180397456642,"IR"
320,40,8,395,75,0.0338776288462659,0.416112604179495,0.22499511651288,"IR"
321,1,9,5,85,0.565000452053914,0.68094636118608,0.622973406619997,"MR"
322,2,9,15,85,0.617296926162038,0.617704170033227,0.617500548097633,"NR"
323,3,9,25,85,0.621810321454556,0.606730298317746,0.614270309886151,"NR"
324,4,9,35,85,0.606998018749264,0.651955520891222,0.629476769820243,"NR"
325,5,9,45,85,0.549407251384918,0.58881727223672,0.569112261810819,"MR"
326,6,9,55,85,0.42866318217417,0.616073987859635,0.522368585016902,"MR"
327,7,9,65,85,0.359728734311603,0.63775083509019,0.498739784700896,"MR"
328,8,9,75,85,0.390089322700279,0.629276817956312,0.509683070328295,"MR"
329,9,9,85,85,0.323667565016166,0.614728791945757,0.469198178480961,"MR"
330,10,9,95,85,0.362485353115289,0.571168041224553,0.466826697169921,"MR"
331,11,9,105,85,0.428672493201919,0.592014528499617,0.510343510850768,"MR"
332,12,9,115,85,0.378587258885884,0.59828954687625,0.488438402881067,"MR"
333,13,9,125,85,0.316735935849915,0.4703859035623,0.393560919706107,"MR"
334,14,9,135,85,0.219451047418099,0.512201091386382,0.365826069402241,"MR"
335,15,9,145,85,0.122932034424156,0.452449311975499,0.287690673199827,"MR"
336,16,9,155,85,0.0848386638122678,0.404436622011753,0.24463764291201,"IR"
337,17,9,165,85,0.0513360987267447,0.336716217649173,0.194026158187959,"IR"
338,18,9,175,85,0.0410503127030143,0.345846939326651,0.193448626014833,"IR"
339,19,9,185,85,0.0409606058729578,0.27606787130035,0.158514238586654,"IR"
340,20,9,195,85,0.0236668291258598,0.273594072079576,0.148630450602718,"IR"
341,21,9,205,85,0.0267130599596512,0.320829999670884,0.173771529815268,"IR"
342,22,9,215,85,0.0386155324045875,0.327705748844911,0.183160640624749,"IR"
343,23,9,225,85,0.0517915675715711,0.381097746541345,0.216444657056458,"IR"
344,24,9,235,85,0.127370720720188,0.494178881979946,0.310774801350067,"MR"
345,25,9,245,85,0.259563449498404,0.606278229865147,0.432920839681776,"MR"
346,26,9,255,85,0.360888657723657,0.594509879183417,0.477699268453537,"MR"
347,27,9,265,85,0.403945714017773,0.586284349193766,0.49511503160577,"MR"
348,28,9,275,85,0.451265696120296,0.534434727422609,0.492850211771452,"MR"
349,29,9,285,85,0.535567779920038,0.547437346937617,0.541502563428828,"MR"
350,30,9,295,85,0.611476244080389,0.5701622160533,0.590819230066844,"NR"
351,31,9,305,85,0.705197486507236,0.508961774907846,0.607079630707541,"NR"
352,32,9,315,85,0.719579095468764,0.521019977524127,0.620299536496445,"NR"
353,33,9,325,85,0.711846631535058,0.566206091572169,0.639026361553613,"NR"
354,34,9,335,85,0.593783557085284,0.573114010443178,0.583448783764231,"NR"
355,35,9,345,85,0.445799687192595,0.62990894134583,0.537854314269213,"MR"
