"block_id","col","row","x_km","y_km","density","connectivity","performance","safety","accessibility","transport_modes","gamma_a","gamma_b","gamma"
13,13,1,125,5,0.11246916869641,0.0759520022300238,0.0594732349553331,0.0599494280132233,0.0107556379646759,0.0140151716612912,0.0942105854632167,0.0360483681486309,0.0651294768059238
14,14,1,135,5,0.15443184709847,0.0976681778323371,0.188460575142197,0.124037498504955,0.151871528062231,0.243274499591371,0.126050012465404,0.176911025325188,0.151480518895296
15,15,1,145,5,0.229198350243644,0.213449247581968,0.253633521882839,0.228586976050881,0.243054991998926,0.290671294384988,0.221323798912806,0.253986696079409,0.237655247496108
16,16,1,155,5,0.358913503611111,0.319912669640404,0.298108730659957,0.268181299277567,0.395531677791744,0.291897160325558,0.339413086625758,0.313429717013707,0.326421401819732
17,17,1,165,5,0.303843533144532,0.290855035956266,0.401847216096746,0.385137393447788,0.401864057224884,0.425914391123133,0.297349284550399,0.403690764473138,0.350520024511768
18,18,1,175,5,0.441961412645279,0.396338081419527,0.405933010933432,0.36561608844804,0.384746265965678,0.474880230475419,0.419149747032403,0.407793898955642,0.413471822994023
19,19,1,185,5,0.418618169022985,0.370410251623764,0.500327260299956,0.444060063380098,0.501659988369787,0.55742031438741,0.394514210323374,0.500866906609313,0.447690558466344
20,20,1,195,5,0.343907007551228,0.290498447691094,0.504655736401098,0.507927299594945,0.576428987486624,0.5560611121121,0.317202727621161,0.536268283898692,0.426735505759926
21,21,1,205,5,0.389323862987912,0.357797781020881,0.537653511184553,0.552702960518807,0.603035651056253,0.608267532925714,0.373560822004396,0.575414913921332,0.474487867962864
22,22,1,215,5,0.36920545036756,0.327440915361835,0.526648048485444,0.640912345133288,0.538381957226922,0.53543300929489,0.348323182864698,0.560343840035136,0.454333511449917
23,23,1,225,5,0.319851162766128,0.290978275436663,0.497154866735343,0.47027369481095,0.540389221916049,0.554396756379543,0.305414719101395,0.515553634960471,0.410484177030933
24,24,1,235,5,0.315424255719527,0.28826513153485,0.564397952278394,0.583517065027198,0.56015092302956,0.638606880582277,0.301844693627188,0.586668205229357,0.444256449428273
25,25,1,245,5,0.249768287204839,0.165456610834702,0.551900316639272,0.466603540261141,0.575213447462077,0.657513757817357,0.20761244901977,0.562807765544962,0.385210107282366
26,26,1,255,5,0.156025641785341,0.0835448968613831,0.589583382514539,0.577571009029669,0.633359925000484,0.61448854612138,0.119785269323362,0.603750715666518,0.36176799249494
27,27,1,265,5,0.131776227585311,0.101702449279245,0.468658669049639,0.422902964565761,0.545396711538669,0.522090486513633,0.116739338432278,0.489762207916925,0.303250773174602
28,28,1,275,5,0.116668699422216,0.0585552147868406,0.390987725733828,0.433111653576865,0.333816149890632,0.470588496074603,0.0876119571045283,0.407126006318982,0.247368981711755
29,29,1,285,5,0.189564321618966,0.171110417534377,0.536364737595902,0.565916382382744,0.547011520930246,0.530056129976193,0.180337369576671,0.544837192721271,0.362587281148971
30,30,1,295,5,0.280313913225328,0.241911780137475,0.37101081178199,0.477974125986712,0.522866977498596,0.478170520026056,0.261112846681402,0.462505608823339,0.36180922775237
31,31,1,305,5,0.315178711616206,0.237962887728565,0.478527245358321,0.424885445109355,0.466853201259972,0.526209626419776,0.276570799672386,0.474118879536856,0.375344839604621
32,32,1,315,5,0.31086019395461,0.24550725449807,0.402603777554661,0.498604117288158,0.487942723990736,0.43150818546087,0.27818372422634,0.455164701073606,0.366674212649973
33,33,1,325,5,0.239355097034062,0.197293647444233,0.335226490186178,0.413358808479211,0.433886700054947,0.464438044503959,0.218324372239148,0.411727510806074,0.315025941522611
34,34,1,335,5,0.192987868477435,0.123229076062847,0.362384689939227,0.453601981949865,0.357788154480607,0.369499729128551,0.158108472270141,0.385818638874563,0.271963555572352
35,35,1,345,5,0.116779055349782,0.0844139767954878,0.283878345868414,0.303361782907061,0.329889917615208,0.335540428310823,0.100596516072635,0.313167618675376,0.206882067374006
36,36,1,355,5,0.193658015997935,0.14253837537272,0.430679145356762,0.408445639413179,0.395824963703345,0.49200776903962,0.168098195685327,0.431739379378226,0.299918787531777
37,37,1,365,5,0.260613148374634,0.207645465673496,0.452152350542003,0.47163837587709,0.587621704754338,0.423261445920549,0.234129307024065,0.483668469273495,0.35889888814878
38,38,1,375,5,0.35925762914424,0.285766898755186,0.533662711220687,0.509559464683478,0.525025761730171,0.522829761661353,0.322512263949713,0.522769424823922,0.422640844386818
39,39,1,385,5,0.483494035231574,0.443430677769974,0.53011061267266,0.605363680051185,0.546312726485715,0.616871903741393,0.463462356500774,0.574664730737738,0.519063543619256
40,40,1,395,5,0.485490829866194,0.448929263018321,0.526953027533203,0.535533136607568,0.586886007377787,0.525165786358697,0.467210046442257,0.543634489469314,0.505422267955786
41,1,2,5,15,0.113105585071749,0.0623667706283335,0.287981426547199,0.312327417976988,0.320825067835446,0.361515846095577,0.0877361778500412,0.320662439613802,0.204199308731922
42,2,2,15,15,0.101671831656597,0.0876858514542374,0.337785528655225,0.29104667955796,0.334859339253708,0.369506623326255,0.0946788415554171,0.333299542698287,0.213989192126852
43,3,2,25,15,0.108195119422705,0.0869974243662318,0.361121503847612,0.306506019527462,0.397134498664789,0.428493464826152,0.0975962718944683,0.373313871716504,0.235455071805486
44,4,2,35,15,0.0985123300720477,0.0570021801313926,0.464197701190004,0.46918828496554,0.399120699951829,0.49242489586545,0.0777572551017201,0.456232895493206,0.266995075297463
45,5,2,45,15,0.146485258169176,0.0869038223470894,0.457372875728367,0.491614604106647,0.407071635712392,0.503066140335173,0.116694540258133,0.464781313970645,0.290737927114389
46,6,2,55,15,0.195371980334885,0.153332683998207,0.517367140848579,0.585936276787095,0.547164234095086,0.524532247785821,0.174352332166546,0.543749974879145,0.359051153522846
47,7,2,65,15,0.233106502666051,0.231644588070101,0.445890730795455,0.588398575254442,0.574961487631269,0.622407103661685,0.232375545368076,0.557914474335713,0.395145009851894
48,8,2,75,15,0.226816901798189,0.20017307979318,0.50508650285773,0.432779420351872,0.494921490893371,0.534768522059278,0.213494990795684,0.491888984040563,0.352691987418123
49,9,2,85,15,0.157514378439561,0.117153047546712,0.361497279031838,0.431709487578668,0.476717556840377,0.401847241710046,0.137333712993136,0.417942891290232,0.277638302141684
50,10,2,95,15,0.134297134637521,0.0725700682803708,0.319525182567631,0.209830928031577,0.317421550749715,0.271048749186333,0.103433601458946,0.279456602633814,0.19144510204638
51,11,2,105,15,0.129473863078814,0.0661460599028114,0.246758393684741,0.207675689039403,0.243537752581923,0.281590416360978,0.0978099614908126,0.244890562916761,0.171350262203787
52,12,2,115,15,0.0969481138838947,0.0541878117086386,0.0615348590657903,0.0650078934004784,0.010439251738573,0.0600018751916691,0.0755679627962667,0.0492459698491277,0.0624069663226972
53,13,2,125,15,0.181321046314622,0.146179415452982,0.183370858601872,0.239307051478096,0.183991605385832,0.197281141181262,0.163750230883802,0.200987664161765,0.182368947522784
54,14,2,135,15,0.21201280122746,0.191046771933474,0.175404761417758,0.122004170576956,0.207612785174387,0.268304110254377,0.201529786580467,0.19333145685587,0.197430621718168
55,15,2,145,15,0.203070245588761,0.172661665530295,0.167852032058283,0.196369802430666,0.267466011254935,0.241969694982008,0.187865955559528,0.218414385181473,0.2031401703705
56,16,2,155,15,0.27464744547751,0.225931037130945,0.304277864706253,0.289454757013069,0.319010758105244,0.359042287579782,0.250289241304227,0.317946416851087,0.284117829077657
57,17,2,165,15,0.283173431732515,0.214651168834322,0.35371183945516,0.388310955136457,0.431585318492688,0.371696630825711,0.248912300283419,0.386326185977504,0.317619243130461
58,18,2,175,15,0.399100893897667,0.36213273235323,0.468938008268162,0.489017707104008,0.503618483583619,0.551721001643269,0.380616813125449,0.503323800149765,0.441970306637607
59,19,2,185,15,0.385512139929243,0.344771839469719,0.536327007322732,0.68635836627155,0.59939099645813,0.52729442768568,0.365141989699481,0.587342699434523,0.476242344567002
60,20,2,195,15,0.322292423687343,0.31046991376877,0.567187818625417,0.565069142475458,0.501997228602427,0.575477874253757,0.316381168728057,0.552433015989265,0.434407092358661
61,21,2,205,15,0.250995597210007,0.172873276574218,0.478425754273252,0.482736444833387,0.537888457703826,0.46505239261969,0.211934436892112,0.491025762357539,0.351480099624826
62,22,2,215,15,0.272410978270437,0.228533295969142,0.533074750456145,0.600892608315895,0.551441206044725,0.558439931054678,0.25047213711979,0.560962123967861,0.405717130543825
63,23,2,225,15,0.291693223619274,0.235276546001527,0.524332967339779,0.599025589749313,0.602184252315694,0.542303390200752,0.2634848848104,0.566961549901384,0.415223217355892
64,24,2,235,15,0.219297123966123,0.204130801177864,0.491114511353405,0.56231740386341,0.598843704950234,0.512512823049551,0.211713962571993,0.54119711080415,0.376455536688072
65,25,2,245,15,0.220260025412911,0.180670510930676,0.5846157684,0.537713627899475,0.657134640517121,0.652850999312505,0.200465268171793,0.608078759032275,0.404272013602034
66,26,2,255,15,0.183563499298691,0.10007235169282,0.563789077346132,0.582941085563416,0.574704942836802,0.61683887693754,0.141817925495756,0.584568495670973,0.363193210583364
67,27,2,265,15,0.107667141204571,0.0770757698550795,0.375706680309644,0.389739174719158,0.392121354758685,0.390455585256712,0.092371455529825,0.38700569876105,0.239688577145437
68,28,2,275,15,0.139007547844999,0.123679819179859,0.480491660744777,0.496188268415222,0.574891753852419,0.557411091182184,0.131343683512429,0.527245693548651,0.32929468853054
69,29,2,285,15,0.227410327006214,0.172342370937052,0.524484863399144,0.457054479581202,0.544967667595267,0.518347102185834,0.199876348971633,0.511213528190362,0.355544938580997
70,30,2,295,15,0.296533087697714,0.266798904787174,0.42914749397878,0.497026718958478,0.440227972712518,0.42860684077175,0.281665996242444,0.448752256605381,0.365209126423913
71,31,2,305,15,0.350815721943129,0.341785640462973,0.433092617437453,0.609031514385778,0.45877592358883,0.515134763381092,0.346300681203051,0.504008704698289,0.42515469295067
72,32,2,315,15,0.295057938786452,0.299786294318308,0.421473430787432,0.451335449259328,0.493638892543711,0.397426778367728,0.29742211655238,0.44096863773955,0.369195377145965
73,33,2,325,15,0.321356678830957,0.281045873044858,0.344631011386474,0.420957471494935,0.429232417095654,0.515326123376522,0.301201275937907,0.427536755838396,0.364369015888152
74,34,2,335,15,0.156975995330983,0.171069684825512,0.315437523142082,0.403376154866873,0.396800900735742,0.396837317294923,0.164022840078247,0.378112974009905,0.271067907044076
75,35,2,345,15,0.170658682176831,0.153846077965992,0.289746166386412,0.307370785946685,0.361534265178471,0.358103640119206,0.162252380071412,0.329188714407694,0.245720547239553
76,36,2,355,15,0.198709049430544,0.175591099283763,0.441742757567424,0.522140344434466,0.390280012065932,0.436286397931798,0.187150074357153,0.447612377999905,0.317381226178529
77,37,2,365,15,0.286344811386644,0.271029651732563,0.455726384204523,0.413257219324453,0.500497601292847,0.593160254783786,0.278687231559603,0.490660364901402,0.384673798230503
78,38,2,375,15,0.383535734562652,0.328454325293201,0.565046456544053,0.461618116826012,0.510006940847561,0.473909263834017,0.355995029927927,0.502645194512911,0.429320112220419
79,39,2,385,15,0.470224930636439,0.41936014885045,0.494145645765906,0.512225398507334,0.56159411033518,0.552768746155395,0.444792539743445,0.530183475190954,0.487488007467199
80,40,2,395,15,0.432933753472161,0.412291066558038,0.43215134282978,0.555371335214837,0.531115609440967,0.620152142164096,0.4226124100151,0.53469760741242,0.47865500871376
81,1,3,5,25,0.140853430120546,0.129112140529021,0.482806345298978,0.480593137836705,0.539936613924623,0.580141081616932,0.134982785324784,0.52086929466931,0.327926039997047
82,2,3,15,25,0.151541145426715,0.0960090142742711,0.494785440659833,0.512111612855042,0.528794900316137,0.562583470252979,0.123775079850493,0.524568856020998,0.324171967935745
83,3,3,25,25,0.128989160587642,0.0664201840565601,0.367327664645148,0.359931253075586,0.385543465873486,0.366961856977635,0.0977046723221009,0.369941060142963,0.233822866232532
84,4,3,35,25,0.0999020581386727,0.0614042653814397,0.340025795700488,0.429751532391661,0.318692802346619,0.427965294803832,0.0806531617600562,0.37910885631065,0.229881009035353
85,5,3,45,25,0.152675578101263,0.111457620708363,0.53653563210141,0.54686358089769,0.59368888347663,0.624457647598864,0.132066599404813,0.575386436018648,0.353726517711731
86,6,3,55,25,0.254856508120996,0.219207006723755,0.607204960858373,0.707685113676674,0.685172695432725,0.661705402185067,0.237031757422376,0.66544204303821,0.451236900230293
87,7,3,65,25,0.254818588762774,0.174327486646318,0.498852196365858,0.557994412427476,0.547102019688388,0.539249578287878,0.214573037704546,0.5357995516924,0.375186294698473
88,8,3,75,25,0.244363898614989,0.232810597302925,0.488685690542486,0.487438605458848,0.499202329595638,0.572235309305758,0.238587247958957,0.511890483725683,0.37523886584232
89,9,3,85,25,0.20302630659395,0.161093853118352,0.386689305994318,0.545746583721739,0.444413884438802,0.488872033422736,0.182060079856151,0.466430451894398,0.324245265875275
90,10,3,95,25,0.219585522024311,0.198233600094423,0.349480583503926,0.5111488265254,0.464700793587358,0.451898503193301,0.208909561059367,0.444307176702496,0.326608368880932
91,11,3,105,25,0.140379067080823,0.10582321593658,0.236840424360489,0.272511597881801,0.31947171559608,0.273043990196227,0.123101141508702,0.275466932008649,0.199284036758676
92,12,3,115,25,0.147590239630043,0.0715109767993266,0.203296822645716,0.136280974592434,0.301167415745844,0.33207457324101,0.109550608214685,0.243204946556251,0.176377777385468
93,13,3,125,25,0.168918316152866,0.142119386105783,0.133537864852791,0.142036557362085,0.197529543637439,0.225532211715522,0.155518851129325,0.174659044391959,0.165088947760642
94,14,3,135,25,0.201851768111361,0.125260384340888,0.210495363108223,0.195686458103678,0.322338133991792,0.243773534716828,0.163556076226124,0.24307337248013,0.203314724353127
95,15,3,145,25,0.208650183626486,0.160509035016606,0.213166704633097,0.156247394579809,0.257259603362543,0.249369846350461,0.184579609321546,0.219010887231478,0.201795248276512
96,16,3,155,25,0.216369309795445,0.151352104927751,0.355086514175919,0.337373402940852,0.324191294728181,0.335739802902968,0.183860707361598,0.33809775368698,0.260979230524289
97,17,3,165,25,0.293606346890706,0.263519263250157,0.419238290752256,0.479141523382292,0.425126312884166,0.495604627189008,0.278562805070431,0.45477768855193,0.366670246811181
98,18,3,175,25,0.295219530105186,0.300258830783151,0.573536460249366,0.546329842204893,0.574047357056032,0.572648365735442,0.297739180444168,0.566640506311433,0.432189843377801
99,19,3,185,25,0.266122852154116,0.213447967787172,0.489866701539396,0.507628410328758,0.502292587929891,0.58197844938637,0.239785409970644,0.520441537296104,0.380113473633374
100,20,3,195,25,0.255747697630923,0.247761937272518,0.5239203384666,0.47864972866131,0.529160678147137,0.52657462205177,0.25175481745172,0.514576341831704,0.383165579641712
101,21,3,205,25,0.247331719558872,0.200715243821029,0.508310939234594,0.4608887866146,0.57316054210903,0.631253694132536,0.22402348168995,0.54340349052269,0.38371348610632
102,22,3,215,25,0.223289048197375,0.179244390156251,0.523405010274452,0.588772338984223,0.565008596104037,0.568616467464827,0.201266719176813,0.561450603206885,0.381358661191849
103,23,3,225,25,0.233110441576974,0.171228100147021,0.531080124355803,0.558579021264668,0.545298007856622,0.489573150890038,0.202169270861997,0.531132576091783,0.36665092347689
104,24,3,235,25,0.25748433123695,0.210927169922633,0.550354453591347,0.507027975178857,0.54754908542319,0.494648302099663,0.234205750579792,0.524894954073264,0.379550352326528
105,25,3,245,25,0.159749232954308,0.107104585575967,0.566406250376191,0.646643932748854,0.614971849848177,0.657400887395262,0.133426909265138,0.621355730092121,0.377391319678629
106,26,3,255,25,0.124250169343863,0.0607622981560404,0.446601531443985,0.433700447918543,0.412518808404252,0.462073742530115,0.0925062337499515,0.438723632574224,0.265614933162088
107,27,3,265,25,0.108613815545361,0.0586877963775572,0.4044221825209,0.33825914327373,0.442864954168301,0.352276279568058,0.0836508059614591,0.384455639882747,0.234053222922103
108,28,3,275,25,0.169833381464795,0.124972548578067,0.442684645279605,0.514441150663394,0.534915174199666,0.56370339022321,0.147402965021431,0.513936090091469,0.33066952755645
109,29,3,285,25,0.248844953696626,0.168483756667319,0.477439617506047,0.521748899976159,0.530106108059469,0.547865808571448,0.208664355181973,0.519290108528281,0.363977231855127
110,30,3,295,25,0.339062307831738,0.303083432943575,0.443058459118055,0.373793967222508,0.427692355525672,0.539888567319749,0.321072870387657,0.446108337296496,0.383590603842076
111,31,3,305,25,0.431415041147548,0.392544173720165,0.418564724953982,0.37686541465836,0.469269153553257,0.499043462859284,0.411979607433856,0.440935689006221,0.426457648220039
112,32,3,315,25,0.402921484351819,0.389976266055547,0.435208465671605,0.534622897302381,0.439337271289881,0.395917831313141,0.396448875203683,0.451271616394252,0.423860245798968
113,33,3,325,25,0.365010294979885,0.34217749032221,0.473572017608619,0.437173991339361,0.355164947908532,0.53902746635984,0.353593892651048,0.451234605804088,0.402414249227568
114,34,3,335,25,0.277109250015053,0.242727883782657,0.349603675199326,0.308693929101612,0.39392805568076,0.387822508559013,0.259918566898855,0.360012042135178,0.309965304517016
115,35,3,345,25,0.250933314919737,0.230343957287532,0.418931423905662,0.370472604978181,0.476255060696411,0.425924479382869,0.240638636103634,0.422895892240781,0.331767264172207
116,36,3,355,25,0.184040810103242,0.143453903094267,0.429828411312295,0.446452574627807,0.410748035320786,0.456637123605859,0.163747356598755,0.435916536216687,0.299831946407721
117,37,3,365,25,0.295803714658078,0.263050289590737,0.491355385692542,0.503785947059997,0.49932378471555,0.562073764299453,0.279427002124408,0.514134720441886,0.396780861283147
118,38,3,375,25,0.396116929126791,0.355269114491393,0.497504239311723,0.462115498280142,0.552235949141255,0.512385041348882,0.375693021809092,0.5060601820205,0.440876601914796
119,39,3,385,25,0.366031279300821,0.326178953132548,0.503631804380187,0.475062920807815,0.562430474428335,0.637661391870128,0.346105116216685,0.544696647871616,0.44540088204415
120,40,3,395,25,0.462611094165711,0.397526870037366,0.568546915204322,0.525170551547873,0.636859840416019,0.594904749374412,0.430068982101538,0.581370514135656,0.505719748118597
121,1,4,5,35,0.130932876588444,0.094526416732684,0.438508868539026,0.476259458242612,0.405226140410041,0.471954257166216,0.112729646660564,0.447987181089474,0.280358413875019
122,2,4,15,35,0.116152857334403,0.133254962174209,0.501695241261301,0.427459877981938,0.510420737499719,0.369269692800747,0.124703909754306,0.452211387385926,0.288457648570116
123,3,4,25,35,0.12897219759688,0.061782918042527,0.432199022987312,0.395094733157718,0.397831858778234,0.442160493184891,0.0953775578197035,0.416821527027039,0.256099542423371
124,4,4,35,35,0.116450884270974,0.063632213619145,0.425738143645359,0.391412563573409,0.454147595939117,0.465874940656515,0.0900415489450594,0.4342933109536,0.26216742994933
125,5,4,45,35,0.147915487281736,0.0865560398334523,0.417441571887671,0.480155882173419,0.446450006064529,0.451103056797754,0.117235763557594,0.448787629230844,0.283011696394219
126,6,4,55,35,0.160822821270463,0.116125652165432,0.538964491083426,0.568198725238233,0.523598836681721,0.558684165957441,0.138474236717948,0.547361554740205,0.342917895729076
127,7,4,65,35,0.174676864819775,0.1459589640498,0.581832109053634,0.596416289500679,0.620166951683699,0.567224975590937,0.160317914434788,0.591410081457237,0.375863997946012
128,8,4,75,35,0.23292913452409,0.13313861440696,0.507629603708852,0.664529455540479,0.547041570241733,0.605540815659157,0.183033874465525,0.581185361287555,0.38210961787654
129,9,4,85,35,0.19801641982122,0.151586092114392,0.482156906606237,0.453526250915217,0.53654675031914,0.489064257225238,0.174801255967806,0.490323541266458,0.332562398617132
130,10,4,95,35,0.140124710044326,0.142333971799374,0.308876549445718,0.301861783831506,0.418313644021367,0.360840987801818,0.14122934092185,0.347473241275102,0.244351291098476
131,11,4,105,35,0.167525969383173,0.13455607491471,0.333969001854112,0.269316498584211,0.398156479114079,0.408817378037971,0.151041022148942,0.352564839397593,0.251802930773267
132,12,4,115,35,0.108890895926721,0.090907572509272,0.112257019515755,0.204575599108774,0.173552689912013,0.160977859531154,0.0998992342179967,0.162840792016924,0.13137001311746
133,13,4,125,35,0.156492614300672,0.0922041481017969,0.221554167986967,0.242638409443993,0.29426881824294,0.285439082157447,0.124348381201234,0.260975119457837,0.192661750329535
134,14,4,135,35,0.15359703067583,0.0754077305683772,0.2162051531647,0.164844216057115,0.204770566282188,0.27196362236566,0.114502380622103,0.214445889467416,0.16447413504476
135,15,4,145,35,0.131619273790807,0.0937189230913273,0.247585466917298,0.22317652254468,0.276896238499143,0.23806825030554,0.112669098441067,0.246431619566665,0.179550359003866
136,16,4,155,35,0.204878168747138,0.146544346278748,0.40229637901688,0.468987279376193,0.482673613848595,0.453245745027305,0.175711257512943,0.451800754317243,0.313756005915093
137,17,4,165,35,0.213666011949745,0.154543564435836,0.542039531584863,0.55534977320193,0.488862027414285,0.501330783520972,0.184104788192791,0.521895528930512,0.353000158561652
138,18,4,175,35,0.200683485848834,0.175247462039976,0.518732040892867,0.592370058962014,0.56897553465725,0.440250517904817,0.187965473944405,0.530082038104237,0.359023756024321
139,19,4,185,35,0.258995276325745,0.206038625203568,0.618945229277293,0.669026593492636,0.625085565368669,0.581063046696559,0.232516950764657,0.623530108708789,0.428023529736723
140,20,4,195,35,0.201009378262942,0.161439222814932,0.53901152063695,0.53596044454298,0.571733794986866,0.562338917854028,0.181224300538937,0.552261169505206,0.366742735022071
141,21,4,205,35,0.165073649107278,0.111151468566735,0.483063455788069,0.584389676738286,0.459264569103622,0.524427069067837,0.138112558837007,0.512786192674453,0.32544937575573
142,22,4,215,35,0.202403961316275,0.136473408445777,0.431669652142669,0.522005131155206,0.507562834139025,0.58081824824531,0.169438684881026,0.510513966420552,0.339976325650789
143,23,4,225,35,0.134517055711217,0.105653195493532,0.453296210716696,0.380123064943517,0.483958454033369,0.375718032569594,0.120085125602375,0.423273940565794,0.271679533084084
144,24,4,235,35,0.230921681280228,0.195538676440735,0.471681868593902,0.455188579927263,0.528675128852913,0.535295462681671,0.213230178860482,0.497710260013937,0.35547021943721
145,25,4,245,35,0.172929567473442,0.128231022125523,0.495737323130824,0.435492152198241,0.487144207598668,0.52126705821852,0.150580294799482,0.484910185286563,0.317745240043023
146,26,4,255,35,0.23281883804689,0.215329473360267,0.582066545801687,0.644150545741278,0.668722572103889,0.570758275410789,0.224074155703578,0.616424484764411,0.420249320233995
147,27,4,265,35,0.166891559206537,0.129459002139576,0.567338773060547,0.541854180135995,0.509738123231352,0.517523170848647,0.148175280673056,0.534113561819135,0.341144421246096
148,28,4,275,35,0.18208666018415,0.158497753308507,0.564522976103582,0.551491577751276,0.517180057951561,0.602933684370915,0.170292206746328,0.559032074044333,0.364662140395331
149,29,4,285,35,0.290144923098064,0.223447999588886,0.599562322318113,0.497686245135057,0.523340360096351,0.610540562780874,0.256796461343475,0.557782372582599,0.407289416963037
150,30,4,295,35,0.398559573583139,0.35870791006107,0.49846144493905,0.391215561856063,0.494432204499967,0.561344921537751,0.378633741822104,0.486363533208208,0.432498637515156
151,31,4,305,35,0.482360426953812,0.460265178417229,0.416230122532044,0.386560578447687,0.425897239121712,0.355086056792119,0.47131280268552,0.395943499223391,0.433628150954456
152,32,4,315,35,0.442437112313406,0.422549134745829,0.434448208674282,0.424058529929913,0.413744643456924,0.433381436280123,0.432493123529618,0.42640820458531,0.429450664057464
153,33,4,325,35,0.411211419449888,0.393489553063138,0.347354681352581,0.390082359504322,0.419604075845817,0.450395825339024,0.402350486256513,0.401859235510436,0.402104860883475
154,34,4,335,35,0.357425955606285,0.371048596328837,0.382324721383047,0.468170221575053,0.400301533439982,0.461010772229639,0.364237275967561,0.42795181215693,0.396094544062246
155,35,4,345,35,0.300177904801409,0.238427957341677,0.362603997468303,0.455339560085836,0.427726275692675,0.453441009733128,0.269302931071543,0.424777710744986,0.347040320908264
156,36,4,355,35,0.319006776379111,0.268989391339297,0.430379039579703,0.427702894778409,0.50357119474852,0.514296616621151,0.293998083859204,0.468987436431946,0.381492760145575
157,37,4,365,35,0.337441773419254,0.328843603664774,0.492122427752848,0.397872570109149,0.482311387668803,0.577552170144996,0.333142688542014,0.487464638918949,0.410303663730481
158,38,4,375,35,0.333721792777763,0.322068406405482,0.483956839933112,0.473604149947378,0.546473987961245,0.516063636686594,0.327895099591622,0.505024653632082,0.416459876611852
159,39,4,385,35,0.386071103118619,0.359336052458657,0.524509215270005,0.580493324556742,0.595947217821205,0.560860559150236,0.372703577788638,0.565452579199547,0.469078078494093
160,40,4,395,35,0.350709401103613,0.292387698965429,0.621172479253551,0.617617667349115,0.689683912159865,0.676742635573933,0.321548550034521,0.651304173584116,0.486426361809318
161,1,5,5,45,0.236919781331619,0.233952699598594,0.531268069516016,0.592989106511741,0.660120432371663,0.505534951206825,0.235436240465107,0.572478139901561,0.403957190183334
162,2,5,15,45,0.296864903768206,0.284182657928315,0.619100793706609,0.57556682222436,0.590362380583223,0.648050944925454,0.29052378084826,0.608270235359911,0.449397008104086
163,3,5,25,45,0.187861052185915,0.131992516826732,0.502046262803383,0.458882338397706,0.558821729106292,0.537997696986601,0.159926784506324,0.514437006823495,0.337181895664909
164,4,5,35,45,0.197101970888208,0.179788425730705,0.552238458582376,0.638307795937692,0.607080501922295,0.665169438700851,0.188445198309457,0.615699048785804,0.40207212354763
165,5,5,45,45,0.170707082910486,0.138935078951907,0.525024687039798,0.484169165826661,0.61947685480276,0.559046181238136,0.154821080931197,0.546929222226839,0.350875151579018
166,6,5,55,45,0.186766068509177,0.148827781132173,0.45227736046684,0.522763419428579,0.595358028340496,0.61057822087895,0.167796924820675,0.545244257278717,0.356520591049696
167,7,5,65,45,0.151010340229021,0.157120750536307,0.466732644905677,0.529622850686941,0.599123174626034,0.5378699040717,0.154065545382664,0.533337143572588,0.343701344477626
168,8,5,75,45,0.168624680402445,0.108019540244633,0.461714025273309,0.310140762275878,0.506096181051318,0.44200206244144,0.138322110323539,0.429988257760486,0.284155184042013
