"block_id","col","row","x_km","y_km","road_density","main_road_density","roads_per_person","intersection_density","roughness","rutting","deflection","curvature","crash_rate","craf_schools","craf_hospitals","craf_industry","dist_ports","dist_airports","population","income"
14,14,1,135,5,1.53835066418296,0.146141954979664,0.4631148112463,4.04705538688592,1143.92058575411,686.765340679099,547.842367536593,316.834379857513,5.24236465318867,0.652683741626263,0.610975031121164,0.58677563526379,163.930346575667,85.2108282616984,80,55.1235008283105
15,15,1,145,5,1.96931777877657,0.221812075176019,0.708238219733107,8.84465080055319,1142.61911187743,650.667477346166,538.241859722248,314.31921529193,4.95179037515814,0.682484842712043,0.626828483682872,0.625797435493617,155.049351446352,84.1433271858314,152,59.092169115428
16,16,1,155,5,2.99849188484892,0.34825084949914,1.0480894487203,13.2561528405272,1113.54731449852,670.367231498305,532.084648490363,299.794482294931,4.84174590477188,0.731523791485225,0.714065825029846,0.637480008609594,147.539335183278,87.605876263527,466,64.3503240728262
17,17,1,165,5,2.48581981713852,0.315886050145278,0.870152286396303,12.0520978909875,1078.56814242133,659.761892552827,496.623533392241,295.009446552279,4.51668992723384,0.727094215710006,0.723895284652664,0.637999685922176,130.212006081293,80.8557326758631,185,63.9671671279168
18,18,1,175,5,3.66167037257779,0.421340461465025,1.28642026778078,16.4229762757574,1039.95461412605,668.907565586178,520.550729967185,287.272240264134,4.57094547436485,0.731791939731572,0.681468296066459,0.657039417005346,120.000867478122,80.2496158323108,680,64.0897448891638
19,19,1,185,5,3.42846551314324,0.414873409088917,1.19606607068719,15.3486103402596,1013.48525986342,622.002353967698,512.027972093803,285.583854898974,4.35292619854671,0.791637012145462,0.708093434809304,0.68277754344164,125.370513363963,68.40206876803,733,67.6504928596247
20,20,1,195,5,3.07447846530737,0.335829086973837,0.933833723373116,12.0373220193424,1045.66723518745,627.756395801866,496.902416004357,279.785498259192,4.1754200408064,0.783090440921465,0.740019412815239,0.726325770153996,118.095027596064,72.0426165469643,570,65.7783025550568
21,21,1,205,5,3.28243837955792,0.364046710195701,1.15192937435185,14.8259900945644,998.464104395796,632.928914613508,502.258201247583,275.816847228996,4.05097508276655,0.77911741579639,0.723321129356682,0.767695088123525,113.660175393376,68.3032902262468,311,67.3516612865115
22,22,1,215,5,2.93077080371135,0.3614260697835,1.11876761747644,13.5680991476757,999.916955434548,622.419527365488,495.5734085281,288.597710234028,3.80581481174931,0.765273658044907,0.740786689883231,0.708092172956077,117.803257870774,74.5000521810087,878,64.4580314867403
23,23,1,225,5,2.56624597348139,0.324140836272554,0.949297510373918,12.0572045389673,1060.89604820006,608.299884897197,490.267013785638,291.184457214541,4.2800706740011,0.78395752646981,0.73876618205266,0.695512365310549,124.563124572088,69.1288240523085,345,69.3341378743498
24,24,1,235,5,2.70669385181803,0.315029740605988,0.889438823765767,11.9447805756363,1005.52387372929,601.578583374935,498.789466824899,280.113629058326,3.96533346713294,0.796215949353868,0.727854479905134,0.711783241245719,104.002256260884,69.5246437150656,380,65.1087700659744
25,25,1,245,5,1.80189537111054,0.247260340022112,0.863297430199755,6.85599018058841,986.051219114729,635.181788731159,497.693373104867,275.559971030981,4.29027113156056,0.793324999120779,0.748707756361508,0.708680486768193,106.726988727857,66.0942337544664,192,66.1853044392483
26,26,1,255,5,1.41210986173275,0.143070112222598,0.529297927083141,3.4618320152354,1002.02390869519,632.492515192693,478.591689442644,267.932388211644,3.98185933573761,0.783314513689353,0.78906547094681,0.731575484109768,103.069672914971,72.6814097629225,98,65.8338617765337
27,27,1,265,5,1.05900644688393,0.16126899860175,0.403947283225599,4.2142226296228,1057.15911976818,650.148647829081,496.711290311761,279.799047001578,4.41172810609805,0.782064613943772,0.725599369700119,0.713242148932255,116.761973884029,76.4982691346988,63,67.4191368975257
28,28,1,275,5,0.937653125216238,0.12356715410083,0.429924155191688,2.42633990612738,1131.65993108291,645.980073307304,514.123707159235,279.458554146042,4.38335510502077,0.730247634625175,0.64451840934412,0.64731438510201,128.135259767868,76.8321926978479,28,61.9604898987504
29,29,1,285,5,1.75369628966024,0.181516207624167,0.574294036746182,7.09026575906404,1020.24938683813,636.463648583711,497.518632308809,270.586028812315,4.01425103011177,0.80988961426611,0.721805913100381,0.69401909012784,125.292560406991,71.5137985212325,166,66.5910806901625
30,30,1,295,5,2.45611493166575,0.268910167340576,0.821264487003303,10.0240466719589,1102.33150275079,668.463423036027,496.721983830019,295.59623003622,4.25866887188843,0.760791002712247,0.726640761712055,0.71117343685557,128.452615366422,75.8282150386932,274,65.136531926454
31,31,1,305,5,2.82539086605406,0.288295871417167,0.921298392188445,9.86041726215108,998.232277500936,638.097182095503,510.685245848593,291.961173643291,4.40621819953337,0.749294986348912,0.727201211875231,0.672124131435364,122.993816512049,73.0479618136694,250,63.7006116599702
32,32,1,315,5,2.62270947469706,0.313191520879718,0.886917103218762,10.1730315737192,1057.53883879684,625.445820874036,532.55047310078,297.170535176326,4.20133195381956,0.75598514208175,0.72569651681486,0.685944262286939,134.308393259095,78.2634779628402,260,62.7004359942293
33,33,1,325,5,2.17605773507583,0.251255601744873,0.63509936089828,8.17521465444186,1085.66386133828,668.691953058459,531.19278157476,295.076287837415,4.43825417135784,0.744521927948928,0.708118906000014,0.66476559602063,132.409734206588,75.474026729933,104,63.9389815314522
34,34,1,335,5,1.61248688407775,0.179391861460953,0.658022368846038,5.10621685762625,1095.58085617616,656.744364041145,513.928195524253,296.888509246931,4.3264063520155,0.73456805329,0.67694134573568,0.635361841227435,138.865032720027,83.0456761882694,69,62.2950178672042
35,35,1,345,5,1.26262399242434,0.136562248496415,0.279589731901997,3.49784389450882,1084.19182102871,701.905120955351,529.386667996582,300.899395142174,4.74396881519327,0.695999454351048,0.679787147100552,0.641959124752137,143.883942941299,84.454947751412,34,63.2697566242376
36,36,1,355,5,1.62728725248118,0.197975726705593,0.605684879330741,5.90633216153991,1070.27819729818,642.433538622725,500.507952626444,292.287963080454,4.45190933815269,0.750487358308797,0.670947481526217,0.659893420904407,124.898673686159,75.9773503895456,76,63.3893255587123
37,37,1,365,5,2.0877225314504,0.250184844674124,0.84299155995951,8.60416073144063,1034.15999633247,638.746935821042,500.168337276936,296.959897671597,4.27627781702234,0.788562199095776,0.753758739197948,0.719014286455898,134.569797016906,79.0646810987802,179,65.0368537235332
38,38,1,375,5,2.90989859914919,0.361131886437153,1.04564410703171,11.8412618384895,1032.8439349722,639.913226691519,470.137370701813,281.761353341596,4.17088376570145,0.75128512795623,0.711175662818732,0.735060631426578,118.2133891162,75.719408506098,641,66.4469816469857
39,39,1,385,5,4.15637031258765,0.443683894358974,1.38840707107764,18.3743421143798,1025.88696273034,609.603176922294,499.619697016006,283.025782858913,3.90461518774013,0.754809446673215,0.747658348485799,0.717844617796911,116.974724053394,65.7476085631058,906,67.8344235831416
40,40,1,395,5,4.19393991745681,0.475629835294886,1.30107175418591,18.6021858147893,1014.99557350998,626.32684106866,506.379597363869,275.739914472503,4.09869516041809,0.79254670449064,0.755419493749096,0.713455812589698,135.402554223572,67.2165327109626,524,65.3418815931581
41,1,2,5,15,1.19856891182843,0.0914514721012073,0.399812509448658,2.58427852997691,1090.95528660204,680.918934010314,548.056625860243,296.58771051136,4.71905063292512,0.715696950436637,0.636718549283851,0.655597294609811,138.75059635605,83.9975238643494,30,63.5395002390015
42,2,2,15,15,0.967773672167406,0.132235495238234,0.272204728728238,3.633419864664,1100.79132556267,644.783866100116,528.416611432069,302.460759188028,4.77819617192936,0.709410275814806,0.654429111332143,0.657342653043614,143.050385817693,81.0384583889884,30,62.5021869348838
43,3,2,25,15,1.01250631020425,0.114666823444587,0.359496076004328,3.6048936587203,1086.52966103665,645.478231355989,515.206915697413,304.87956348186,4.73523004090787,0.741787687522879,0.676393711782033,0.663667501566014,131.55515913951,79.9220716294819,35,62.0647442423348
44,4,2,35,15,0.731424728675707,0.116779669329634,0.373370242659872,2.3619871414107,1044.81631078525,633.127069239966,507.432360673813,287.438941185576,4.2830873527029,0.759968537217274,0.675253156845233,0.650717342046284,133.908991467038,71.6109723214544,33,62.2988088253259
45,5,2,45,15,1.50405383806778,0.109428522508448,0.514162087303186,3.60101509188102,1035.58941894822,638.738345927964,507.002853627055,290.545313964516,4.2207579021282,0.752673718509599,0.680111382345687,0.659551290472486,119.008450594634,77.5586968830359,44,64.3937497290869
46,6,2,55,15,1.74344891666241,0.168189773341639,0.663092214510459,6.35361361840787,1027.5787155385,640.097367064044,491.645522519304,277.440017468334,3.95860975385349,0.770080047703726,0.732959197240712,0.718537328217644,117.050267067294,76.0857311402825,127,66.121270642147
47,7,2,65,15,2.05148946492992,0.2593546645384,0.604974994229113,9.59860723112292,1034.15571370362,644.541754093734,514.136102390022,288.657190273997,3.95176628972302,0.795916241479278,0.732730404681387,0.720501046379566,130.68327742972,58.5538989775281,137,66.6439324151245
48,8,2,75,15,1.73312453026057,0.261094823563535,0.6607689167353,8.29452907657618,1044.8617438201,621.225739836025,503.813229994279,279.050373888044,4.38427848055316,0.767035291962622,0.701279864042383,0.704262371705595,132.519773055906,67.519662652245,179,64.578782135127
49,9,2,85,15,1.42623013329934,0.146560328222985,0.526613665923519,4.85444576408431,1087.97530115634,658.776682093611,520.527481167344,294.843059579863,4.38725214384075,0.753290533555807,0.692578690561824,0.708144486852499,145.915375343581,76.0315321855479,81,62.3419952139786
50,10,2,95,15,0.901537311764929,0.18100612184533,0.424145010605497,3.007070391596,1106.41244748437,655.345592953698,524.581418369253,305.054939811607,5.00391904418493,0.693665657491768,0.674931319200523,0.637522431842443,147.320419598885,90.053137469948,29,59.4262244092156
51,11,2,105,15,1.14597754434218,0.131416855106689,0.438995790307841,2.74088013099308,1139.51232811351,664.995683278117,530.770830384822,315.386304952249,5.00990909816544,0.707266361855639,0.603852205824913,0.625359296870745,152.169961122894,86.5439309734769,34,61.002426768012
52,12,2,115,15,0.869301070596109,0.101935673180039,0.354042256522862,2.24536875926436,1207.00999026698,708.758387979635,563.953643447508,327.672173178052,5.40642558671295,0.603822355896842,0.563502800488184,0.54896950350957,179.806498379857,98.190492384141,30,55.3100241303255
53,13,2,125,15,1.62928840915902,0.209617875043907,0.471191879970061,6.05720516027641,1155.01729609201,702.755244942534,540.729395767196,311.788662544863,4.9219960782299,0.680678906562267,0.631901813846366,0.571716103980365,161.60232761631,91.494214687503,68,55.5991117268729
54,14,2,135,15,2.04839743869214,0.189435139114065,0.631566664194552,7.91636421053961,1122.25474981579,714.820258058673,550.443584779522,313.733440311222,5.24801587984753,0.658343193295194,0.660210852458653,0.586136339852862,148.974541614888,89.5685168271059,236,60.2605235445715
55,15,2,145,15,1.70981774774821,0.207490163641676,0.626616780690233,7.15454449035207,1191.90326790875,708.479776933131,544.897754846483,301.353072903465,5.0413315396347,0.715939943793891,0.5953420456199,0.646183138804956,165.380515969415,84.6622167413284,144,59.6198835705051
56,16,2,155,15,2.46144057920368,0.254173849261118,0.814786255449058,9.36185604337935,1109.05200136535,673.888721792705,525.567372689558,300.784773593506,4.78262060096545,0.71475673080284,0.652609335285095,0.640641524461137,141.130191026658,83.1346584193143,180,59.7662334509215
57,17,2,165,15,2.33600119727446,0.276604600063025,0.865160624301523,8.89445455431321,1067.83945915032,661.910798439666,536.848702309526,293.315958896402,4.50786964981002,0.743918424942971,0.713018814043785,0.65891730004029,136.369873916317,83.9950249890172,610,59.6564004620565
58,18,2,175,15,3.26291080398242,0.39274659096323,1.1574823380193,15.0056165453782,1048.38424620605,638.261669164354,501.138837772151,285.591022776882,4.22797545585849,0.752292365653245,0.737965658127104,0.691733253768756,114.641071069569,74.1860412396732,486,64.8942602892581
59,19,2,185,15,3.36845281879803,0.383896529917313,1.03429523954414,14.2862369416553,1030.56838345659,621.933705646778,496.224829190664,275.129804943407,3.67950672211003,0.797820588502991,0.731874079480346,0.740761523404018,118.894732204653,74.8911709481149,394,66.6621098871084
60,20,2,195,15,2.72757697797483,0.308577213519633,0.956484097937377,12.8648753859304,997.224814280047,624.856907021917,505.296711380424,266.664973545472,4.01660576329798,0.765918103712387,0.718697849338707,0.695787348994832,113.669249562702,71.982850186041,741,67.2624997375084
61,21,2,205,15,2.15551899229979,0.204210427349555,0.870638121088534,7.16331297190095,1065.56255003502,631.641297898733,495.527597669033,282.909111253579,4.24543296298572,0.78883191766357,0.733123491924868,0.694183783432133,124.066540000683,79.4047021971341,257,63.5537161999389
62,22,2,215,15,2.5784858737479,0.234692544466217,0.81042636639748,9.46968528605524,1044.12374443545,619.33348680594,482.197743614599,281.491757839776,3.91704163378271,0.785778650851845,0.749647290155419,0.693782737568328,125.12770275497,68.4039176199172,373,64.2941948903235
63,23,2,225,15,2.3593491332951,0.294581609193796,0.875688558058763,9.7491038948014,1012.07489957323,631.484231824791,495.255279909906,281.567474161962,3.92223063696846,0.792399300240737,0.742657307032445,0.738222437066076,125.224964967889,70.1702268590644,303,66.1412028268216
64,24,2,235,15,1.98862338893928,0.19697453689094,0.690815850302645,8.45852433076403,1005.07495619122,639.407953127835,498.337869587273,291.298506742766,4.02425366818754,0.796996872069713,0.747881456978926,0.726697399655992,124.783603065155,73.7287770590386,198,65.3834299693245
65,25,2,245,15,1.87945546010598,0.210282775611268,0.699465092475037,7.48640530356381,991.170493599202,626.03256711586,485.58278009508,272.366678787873,4.09263492274144,0.810305439483561,0.76476000632911,0.750572743510235,114.577447928642,62.8546115895341,145,67.087151032505
66,26,2,255,15,1.65986311786798,0.175304214291061,0.575877939914546,4.14667662472431,1007.66686939332,612.419658399162,492.838186077188,277.882673744713,3.96693428638883,0.798922395723607,0.744385644811595,0.707272093660858,108.266231692252,69.9261390664126,222,67.2520228792002
67,27,2,265,15,0.91394171303379,0.124748724369481,0.36135759909949,3.19377218366719,1067.24597931944,632.162557240782,531.225250224652,302.325938415521,4.50390020028379,0.731671617313285,0.675554128589261,0.668808676653754,132.894229204661,83.5536726617513,25,64.0398463967322
68,28,2,275,15,1.0821492239433,0.15389553362791,0.475771643492103,5.1248942037209,1059.52204817702,626.600830404241,494.648032285538,286.891836366174,4.20804632063001,0.787685388400235,0.735765587971254,0.724831206524031,107.774015683949,76.8388027598889,49,66.0180083525237
69,29,2,285,15,1.90575808248822,0.237913391550086,0.670434189359849,7.14131394861099,1019.00903304196,638.059120618431,485.800713652872,281.606900705343,4.31681082815277,0.768158647028213,0.722308472095684,0.727810165155441,121.184438216371,74.7987239310005,59,64.6400092748996
70,30,2,295,15,2.75571721887972,0.244515974813984,0.917359827868415,11.0552891309978,1029.21169338367,660.35976168442,497.463118122104,298.745636350452,4.20571601571611,0.752201300232513,0.696080724941346,0.674381464279597,126.23764260584,82.4585321913335,740,65.7127799176792
71,31,2,305,15,3.00031588532685,0.345686441616324,0.988519448096843,14.1624984523665,1086.28675284842,635.295715613305,510.229505869151,284.240219840441,3.89442117875293,0.745929406331425,0.707308391892632,0.685811666836958,116.085864330518,77.6038674080222,487,64.7118178003568
72,32,2,315,15,2.44552739304735,0.286298924452547,0.896282436044358,12.4221805327239,1040.02467290305,672.625506871759,495.96046783855,293.38999336057,4.33270572448148,0.753517779914138,0.731176876753103,0.68810586292641,129.541179236232,84.3779009389877,705,64.0002727210807
73,33,2,325,15,2.74808171980781,0.311457146984512,0.93346247260972,11.6456377062833,1077.72050932887,677.035241354705,509.062611505247,302.472285434689,4.41713521340971,0.749995350716009,0.684346091211115,0.677254532419908,122.659742136335,74.4308747581691,346,62.1882746035795
74,34,2,335,15,1.45968715576882,0.164439846095424,0.459821281237685,7.08857792652235,1083.82890640953,662.037856910145,534.415638170004,304.82570738332,4.46599895243491,0.715624898938859,0.698072338559062,0.666585920108284,133.344059691842,82.6210395180686,84,63.8878496308381
75,35,2,345,15,1.17785503024797,0.191491680027503,0.594344055567936,6.37488701440066,1111.52476112317,656.726595194741,524.914766557612,314.390925337636,4.73282659630127,0.711932846104098,0.670263552001877,0.664100744950655,136.563218669126,85.4295053705193,62,63.0033271931132
76,36,2,355,15,1.49103945197865,0.209309126195525,0.662875234601141,7.27593080998683,1075.24114220573,633.743287248825,499.866536920589,290.920662083441,4.13591773682745,0.721427444958457,0.653610914435728,0.695659338132815,128.023049732393,80.7398180720905,106,65.1426607164145
77,37,2,365,15,2.24213043096021,0.315944924394086,0.812788338565539,11.2305976869256,1048.65230106844,646.427789138057,503.228838028082,285.609251750986,4.43853651801315,0.765525960463208,0.734773455162685,0.680465827541526,115.748762810728,68.9993279043861,197,65.1230329712591
78,38,2,375,15,3.15374572608379,0.364803313123621,1.1478042306315,13.6100915981635,1023.26138204383,601.813815466139,497.980262988422,274.708870904114,4.30412711486476,0.766879009069503,0.734434645434824,0.687829360511779,123.710650447189,78.5802470687226,1295,66.7817173950853
79,39,2,385,15,3.73157231351142,0.481510917280514,1.32249510899531,17.3769367578861,1051.16447826752,636.584182694682,475.778394694478,290.081251330077,4.16347433799002,0.777601454576582,0.729073268051195,0.728005105715248,119.844007929607,71.5740581639645,380,67.5216432343961
80,40,2,395,15,3.53621595501511,0.435768989711274,1.21597789325725,17.0840167074992,1060.48692868927,662.081954930534,503.845692596818,283.382300500657,4.04355887114107,0.774815048692082,0.724066020383459,0.708510234363665,114.252895245732,66.6839095348051,1019,64.5280610166285
81,1,3,5,25,1.29212232630777,0.140786932873255,0.454011415100191,5.34999214111829,1022.83882815222,635.556437924597,511.128776560883,283.609480442717,4.25138985438085,0.783242583975229,0.721194455091175,0.71143657722491,117.44202882865,69.6502831609239,42,66.0347919044533
82,2,3,15,25,1.15315362224207,0.146757576800018,0.573410248747064,3.97830498153974,1065.58429413915,640.816393523634,480.860216862105,280.414981246718,4.16379058236102,0.740286542934599,0.733539809465654,0.72783184404369,110.17452929578,75.1068896430027,75,63.0336889731214
83,3,3,25,25,1.11245746275756,0.133953177590108,0.439660621960997,2.75223895489792,1085.22917141325,659.009056711867,516.491973547839,295.586485879282,4.58674533269841,0.748027479131622,0.682304471768155,0.642972932659049,132.244781892261,86.5045299615502,24,61.9238296338603
84,4,3,35,25,1.00560602798385,0.103977218644375,0.324401269360218,2.54439540600756,1085.88978576186,659.798009017376,530.611184017053,297.71819806562,4.39269388710179,0.713159883220121,0.68640775393616,0.611548074757623,135.916251726623,77.8907192838259,21,63.3125827450173
85,5,3,45,25,1.15133377013476,0.1820873025447,0.48332140946326,4.61844558082789,1034.14977864994,605.643325287427,501.378900042405,278.821258349211,4.0672044658049,0.784843290093659,0.758429179198876,0.72330044621047,113.529874551824,66.5468005815569,80,68.7530942724662
86,6,3,55,25,2.25675294203338,0.270597657159355,0.678629436435843,9.08323383413002,1004.64995995114,595.771133184099,476.272762959264,279.135817105232,3.6202333103681,0.831389281019393,0.762725087466897,0.758459140344037,113.457285190805,62.3968235974023,144,70.0381737992324
87,7,3,65,25,2.08342406714975,0.273730076249936,0.73049879250783,7.22357076350281,1047.00022957571,620.211579113635,509.309374377602,278.195079126903,4.03626855477439,0.777714765917526,0.751837480922273,0.695029440455629,111.479903592099,77.1026549163258,277,67.092731685824
88,8,3,75,25,2.27923240327819,0.241001784423811,0.668724270590499,9.64692290621375,1031.96208277688,627.979725302548,510.093117188261,282.692727228201,4.23236425177837,0.77606881074856,0.714516548960396,0.688345819300463,120.337394756898,69.1504667113675,116,65.8657546300782
89,9,3,85,25,2.00180362702495,0.192426486060574,0.566059681679574,6.67521152259052,1045.87218144003,662.540772258935,527.965225459445,291.865960498121,4.07030893514882,0.748733324164788,0.685528418961977,0.690423572672801,129.198950015176,74.2681124924831,90,65.3394502828775
90,10,3,95,25,2.13750318266664,0.207013544217123,0.612322466349457,8.21416327128713,1120.90471481847,661.579607112596,520.92053361795,287.814544957423,4.16646645362504,0.764340483547976,0.707162766035445,0.675182053768786,127.50738916011,79.2330077129713,101,64.9917572081189
91,11,3,105,25,1.20248758969402,0.137264245235851,0.491674323968064,4.38497395588691,1118.00617254868,697.077274090724,535.882304562537,307.622154299582,4.82971070937811,0.705189461109741,0.66197638094104,0.64092703056244,147.895437313613,89.5533112068969,39,58.7070612746031
92,12,3,115,25,1.17766120001324,0.167591052386273,0.473516708261453,2.96318504450861,1133.29997253687,682.285608270769,531.872166865143,325.553482423993,5.20833637004263,0.689106598864227,0.651434899302424,0.648383960242356,154.441579243451,79.7830428040116,56,59.9743444830913
93,13,3,125,25,1.71103818790393,0.168113386459218,0.458507541326348,5.88897059293654,1149.97139848217,698.849412066962,562.268568351732,322.610129433482,5.1923398835255,0.675282306422825,0.609117528856122,0.608442899383519,160.80756759378,88.7012189634792,102,59.9596390795067
94,14,3,135,25,1.72094599195814,0.196379307927778,0.644188018747838,5.19038774410663,1139.23132069841,679.766844495689,555.921772543248,308.31644838683,5.0432307579677,0.718541829845054,0.641324756829046,0.650336481353711,156.497728999488,88.7179319502175,79,61.9530481847847
95,15,3,145,25,1.83688863701127,0.211907204537278,0.614967317941486,6.65097854004135,1138.19669956344,673.229260960831,551.418297372756,313.301859371221,5.15284371518802,0.678951849425995,0.606772531719412,0.659055488656139,149.900753809827,91.2517539194204,122,60.4303541515549
96,16,3,155,25,1.87935186446877,0.215972605770845,0.651596038687974,6.27154478724773,1078.38456591316,664.131304547261,516.644709279345,299.998139037635,4.64944034725687,0.703263173855242,0.659086690733729,0.649254692974899,131.338092333412,90.4469837716716,120,62.0913066035893
97,17,3,165,25,2.37702998287437,0.290406121872036,0.896916969940315,10.9193913263697,1053.19553956825,646.298575507647,503.480847903257,298.547400156122,4.25542432525503,0.740583332194782,0.71007339593705,0.658837646103511,127.535231393853,74.3092879690294,286,61.8150849303711
98,18,3,175,25,2.58188144430627,0.272193368037486,0.889506094726609,12.4417609251095,1007.56207659615,611.725204156217,501.368529332399,269.512933426353,4.0686878853203,0.796404548957108,0.734883517118243,0.717365074209605,111.671292622995,73.2585581505058,427,66.714486954288
99,19,3,185,25,2.3589362921166,0.256097248820582,0.775768860485031,8.84459776997006,1055.22878039115,623.893707472989,496.173457492456,284.944304974714,4.17625074350116,0.767036294806445,0.71435743543915,0.698955877218956,123.254338387093,66.6574550242829,113,66.8588797187451
100,20,3,195,25,2.23968813299112,0.247991993235032,0.755909682166676,10.266458381412,1022.54829967097,621.867459718368,491.658499959348,285.166946601219,4.25679116992363,0.771419233693401,0.717253489769375,0.715835268748727,121.770569828986,73.5933747091953,191,64.8620919885454
101,21,3,205,25,2.16109615261477,0.244130610451067,0.725732240657751,8.31699461139191,1069.29818882131,614.925983755865,493.66879724659,279.035367201871,4.30615414172899,0.794558015269263,0.761707198059533,0.694226218340072,123.504827459371,61.0013098398304,230,66.6094928172994
102,22,3,215,25,2.07169125707869,0.210108750256623,0.657010389541024,7.42731144217948,1040.21587640916,633.206436541029,489.327273523844,275.775557340327,3.9507274884924,0.794845865297895,0.718454853234538,0.725566573008754,113.806819931639,72.6877768099376,296,67.2850308908716
103,23,3,225,25,2.1716228865752,0.227418223886668,0.653093831892023,7.09514214830375,1029.05597500955,618.956693906519,493.201263015792,280.835314376736,4.03464375190799,0.791167270875554,0.737162217862806,0.694971801150717,119.655549236546,78.7644141632413,90,64.7889010590962
104,24,3,235,25,2.38943969709155,0.248333482243115,0.716395380879029,8.7401440082295,1001.047428169,608.418241591711,519.772767367763,271.757116352274,4.17791953242562,0.765001589143678,0.733035502581243,0.723184237624939,120.96075744048,77.5685100499623,146,65.096051641984
105,25,3,245,25,1.35862569345081,0.153840907482868,0.548082061443837,4.43806979546093,1005.56630759526,627.442375146939,479.978410070254,277.634194693003,3.78988501494444,0.812625627155703,0.762341626474684,0.714248263904094,111.200107206596,63.9625177909504,104,65.3965967541778
106,26,3,255,25,1.20038422366286,0.113717074977266,0.42723856108692,2.51779434744971,1050.83590456887,636.302228769318,501.690180748708,294.290336588056,4.38171866938515,0.753860678205115,0.681976368374886,0.661574264768616,116.255467216787,83.4839530307489,42,65.1514955596919
107,27,3,265,25,0.958808328612888,0.115122132502779,0.380541673580807,2.43183366113357,1064.65584090092,640.317086803719,517.455359714052,295.732712657014,4.64697860986908,0.748271809554072,0.707917810186795,0.669478382389547,144.304298431856,82.373162068565,30,63.3488028937563
108,28,3,275,25,1.64354982608674,0.181836813012066,0.450911230319857,5.17846075519055,1057.99613822523,630.776851697174,519.784130230008,285.921883229487,4.15731609982227,0.772400220275136,0.744662493872626,0.695480343050048,113.641379691551,73.3190712858846,115,67.5891184897267
