"Elevation","Slope","Aspect","Water","NDVI","pH","SOC","Road"
511.1340976,2.240251395,157.5480124,21.61969544,2.004122421,5.28033515,0.795606446,3.035519769
515.5420015,2.086977552,193.9002123,4.397108101,1.506209037,5.263867053,0.712625101,20.99496331
529.8772956,1.084946019,122.7696604,13.27615321,1.951741517,5.27541353,0.756684319,7.402364313
494.0514749,0.225088615,12.47871517,17.30575313,2.04989156,5.583423861,0.78669006,3.371721432
536.7221807,0.682126726,38.25184517,18.46735203,1.58519769,5.410030708,0.729568812,18.27261927
487.5809281,0.114034202,318.3503092,20.3881436,2.339305375,5.523801804,0.8043615,0.39621603
513.7189147,1.2359103,213.9546662,7.080953595,1.714405797,5.335036504,0.708350705,20.058021
513.6325201,1.105011019,36.9231441,20.18700369,1.614790483,5.522795351,0.74644118,25.33982083
516.4265187,0.263588727,304.3022246,19.57640765,2.548806138,5.633786598,0.821781202,22.35756824
533.1555616,0.822377065,128.02598,6.571365896,1.779352089,5.235923444,0.740371144,18.35114323
495.4918171,0.164612328,284.2366612,17.86349725,2.342667178,5.354379351,0.83536943,2.790523556
492.5921923,0.155954788,175.2512339,22.41871163,1.976207502,5.619224251,0.758381154,4.153784227
504.4239857,0.264285464,218.242935,21.45205679,2.397498551,5.653984466,0.759389938,8.020594181
518.1130783,0.311863764,218.5992394,20.69751855,1.884600341,5.705111002,0.787691994,11.55390355
436.2072037,0.93242222,185.7500824,4.626475739,1.568933504,5.334351287,0.857274027,1.922218529
574.5563897,2.386550102,263.885201,19.88813026,2.065931969,5.549421641,0.715688719,16.74817739
545.8910907,0.793282794,250.7477423,17.71036187,1.85731526,5.379897501,0.746300263,12.88083061
495.5619887,0.277445807,204.7712487,18.68224123,1.702744226,5.719966054,0.72934837,5.686130041
513.666141,0.785903245,34.43851912,19.17850713,1.735343071,5.330928184,0.791581891,27.43557843
493.6593037,0.13742811,318.5026613,20.57751268,2.835445354,5.632660133,0.766941054,2.026994529
501.6352908,0.150649579,330.4980721,19.6871867,2.580120887,5.430820411,0.760238021,1.174749043
568.5182926,4.689003485,162.893955,16.07162802,2.150705541,5.583174997,0.659874394,5.291276494
486.6046381,0.545329979,265.3266495,13.17890286,1.687642455,5.44434445,0.833043858,16.55870714
471.7216274,0.870017791,200.5527167,15.27485829,1.60007809,5.462503914,0.701565634,12.71216786
535.6163708,0.572161214,166.4354385,11.72247108,1.408373402,5.32411612,0.688785102,20.12415281
526.2942952,0.807741878,206.026368,17.01974397,1.90809911,5.352234932,0.764720321,9.547237366
526.0462393,0.311210813,67.8525221,11.06069969,1.513224552,5.532359753,0.797400176,16.41625007
482.560223,1.463810063,12.05250517,12.3114359,1.535947997,5.315207917,0.755951876,9.80956298
544.1368514,0.542821919,159.6341211,18.77713548,2.034061552,5.371602283,0.758127531,22.82122815
509.7997547,4.161917241,168.9589039,7.12200924,2.118690897,5.356096927,0.857468476,5.118604519
489.0013344,1.33102971,27.6577935,11.70065642,2.133941406,5.557487777,0.646879308,25.25830269
588.1371597,6.205737438,179.4883658,14.21376042,2.642990072,5.646943978,0.740003041,14.21623195
463.5390701,0.322657664,202.2726529,14.86587669,1.826590963,5.52576153,0.80818216,12.57624891
560.3501731,0.466331821,216.7518035,16.11953307,1.922015857,5.330391671,0.762728824,23.83702397
535.980434,0.629710308,67.77832767,15.06940662,1.332841944,5.342426128,0.7118796,18.81122786
442.3309557,0.575618831,135.0828186,6.909249948,1.465272634,5.447524194,0.68339734,6.598715957
504.6172628,0.162183365,137.4991053,20.20567804,2.478686409,5.626663914,0.726376825,0.165453881
500.1987366,0.469042835,197.6118303,15.08156635,1.713179199,5.455843385,0.770655071,7.301904554
523.4039584,0.384010893,164.9019577,19.06206419,1.538346807,5.430463927,0.785387914,28.29405901
498.5169995,0.081896466,222.521043,18.04060717,2.330611777,5.715456606,0.72982914,2.705017317
518.806335,0.399545067,252.1030299,16.61750575,1.437670832,5.434904894,0.731826671,25.76394273
519.1023509,0.945677172,180.4929832,19.32842755,2.587611273,5.32480977,0.793105765,3.792056184
501.9892444,0.60111044,123.5715449,13.71490234,1.697318898,5.547087992,0.651623398,23.73764876
504.687011,0.54461428,128.6929729,17.67538173,1.455019608,5.386959474,0.725463391,17.50006499
521.6998692,0.76141397,201.8887013,12.93269508,2.148239302,5.402609628,0.745963074,10.45019982
429.7164952,0.059574947,253.3487568,4.149366395,1.877216539,5.722706888,0.757003113,7.617227768
465.4829037,1.942467811,101.5748991,9.555270261,1.736980051,5.341063,0.710012992,8.538782817
510.5080607,0.312627454,103.1169885,15.56485201,2.406629668,5.392704231,0.854674763,15.19169154
811.5932736,3.235926857,137.9289751,12.71824639,1.775011889,5.677692864,0.772840927,19.34261847
450.8233098,0.13479332,115.8890245,12.33574903,2.499585337,5.513701843,0.800348085,10.76351129
558.172521,0.542693452,186.3141309,13.90729519,1.965587042,5.481108478,0.772238951,25.43723718
430.5523777,0.078186679,249.9801315,2.276588943,3.435067519,5.618025821,0.818414205,11.06814616
551.0551315,4.512168022,206.1445546,9.951092667,2.247001541,5.565039417,0.725012213,12.00069419
441.0264929,0.305233255,272.5664081,9.020688528,2.244062821,5.466234663,0.866499488,10.49325836
723.2716873,1.482020798,205.9740808,10.28198583,2.016131462,5.545365987,0.716528401,20.35247754
437.3900793,0.942600592,212.1230454,10.89308703,2.045212598,5.566172453,0.691768761,17.91337387
534.0373794,0.810757022,198.5139816,11.35493672,1.569764978,5.320044065,0.749775947,8.832139064
617.891907,1.744483242,238.6875673,8.701768729,2.573217391,5.502453348,0.698069378,15.49491164
541.3844262,0.28576114,330.7861676,15.17126456,1.699865489,5.667120226,0.839902776,26.37753609
504.7914852,0.128030301,285.4755532,17.5997264,2.637078635,5.539927481,0.757586797,1.416332221
579.2204389,7.831282269,242.0628826,20.71584293,1.910455673,5.700785177,0.749769682,5.999473262
507.3749381,0.150650815,253.368187,13.96051278,2.171551066,5.792872902,0.76803644,5.311795671
549.0537542,1.088067007,195.7153904,19.8066355,1.437659847,5.233290044,0.80633418,10.44679098
521.7775439,0.379747383,339.8856027,21.43041494,2.582228815,5.342492751,0.815504841,2.567497655
496.4051524,0.335597544,78.37173966,19.9421162,2.480652003,5.26153223,0.762438738,16.83441409
452.6317002,0.711636368,222.5409485,12.17874789,1.87758302,5.340751937,0.858306806,12.33375497
513.8337357,0.921740057,176.1393458,21.08945824,1.453632831,5.286440765,0.730765364,19.9239297
505.5264786,1.133617883,186.423163,18.71563689,1.707621824,5.42068488,0.821829901,17.12808816
488.3867404,2.178895379,66.59836696,15.80301101,1.512926513,5.185632289,0.702991125,14.79372965
475.79825,0.823513506,149.8682631,15.66804057,1.575815645,5.495413046,0.683209007,19.45141914
547.1988872,2.34606437,85.02085232,18.05247027,1.653848853,5.618261337,0.712808869,21.80968782
514.2119732,0.713669728,153.8160421,20.60667157,2.182143958,5.194542731,0.80488342,14.24306015
446.9869236,0.737762434,178.7438272,9.062640558,1.703309122,5.212209369,0.884409882,13.35072931
580.5321804,1.39290362,236.3450802,9.117312104,2.097367169,5.449689629,0.708354902,26.08048972
432.9311839,0.095346706,249.7530717,6.944474297,2.204999486,5.624396767,0.844464124,14.47451697
551.1195078,0.282068664,241.1818735,13.14568117,2.463192742,5.488932305,0.863791699,24.66552506
514.1052,0.239807585,276.5087983,12.23805478,1.897705409,5.800064472,0.764618889,6.624720627
529.1598863,1.795966991,170.7183764,17.01841721,2.136466712,5.599837603,0.741657899,20.45290224
637.9807028,2.728531198,265.378853,4.272319006,2.411412364,5.575080771,0.765956335,16.54552603
691.1034407,2.320677767,69.88006593,5.827958372,2.049300951,5.426314441,0.717985259,22.58203509
526.9473492,0.357104323,204.6366342,8.421136044,2.064363111,5.613587983,0.784936504,10.52018408
576.6872184,2.109934873,160.6762571,5.662033895,1.947829993,5.458524661,0.769392171,13.76459897
510.2704391,0.128893419,235.7867778,15.86604279,1.908516795,5.72181982,0.754769776,3.104378594
542.865839,0.41921404,75.19954799,24.00790758,1.899654049,5.323736746,0.801764178,7.555841788
554.5766554,2.137835706,218.1172446,23.59238295,1.743725034,5.42924629,0.750008463,4.123866181
488.5293023,0.294565094,150.3870934,24.45635988,2.111144985,5.485671815,0.824529128,14.53049539
514.6989461,0.312698773,17.91991013,19.65178472,2.717064198,5.471461127,0.860011038,0.41596344
479.3699027,0.981002432,301.0964348,16.95513933,1.605776834,5.424489185,0.696766685,16.52709895
543.5790661,2.502598448,108.9046865,24.06037472,2.344673571,5.249375088,0.761144571,10.85259807
453.3887215,0.445663526,160.7928929,16.95806004,1.655882403,5.329868311,0.784359821,17.91018075
457.1479037,0.273031705,90.6026188,14.18853404,2.027955152,5.194366143,0.879714565,16.71534889
439.6748006,0.614056283,352.9497434,14.74603331,1.880001027,5.491243967,0.686212691,13.43147446
491.6359797,0.677343316,61.71388116,24.93665194,1.5598663,5.441383822,0.776710584,16.84954218
433.4161961,0.097892241,169.4137001,3.583625176,2.611016368,5.673236724,0.810480893,18.2595788
471.9165797,0.976520407,75.73668954,21.23006181,1.380961978,5.31362784,0.702332161,20.5740855
451.94271,1.211490236,130.9037123,12.2285726,1.907530264,5.158935631,0.83040295,17.48551499
576.3881622,0.651181181,289.9413633,15.05832803,1.86773913,5.442029178,0.731074043,19.71548711
450.4295999,0.715358973,22.98442685,18.98860832,1.725519856,5.441827875,0.701818876,14.39738983
475.7252467,0.131625218,147.7369319,25.68196773,1.98261413,5.500142446,0.749860154,16.12944068
536.7497434,0.471162915,228.3253746,7.803462348,1.925795055,5.587544643,0.786109987,11.5571819
525.0085906,0.148967729,217.8185828,11.30269565,1.687615857,5.836930486,0.74883349,8.312766999
514.8758176,0.16904009,165.700565,15.30399484,2.186951044,5.652255441,0.793534434,4.792424966
445.1448764,0.078810156,180.6742967,15.31200537,2.173672201,5.360957142,0.853925189,20.41624418
425.2436555,0.351797852,90.03210083,17.38454331,1.838339096,5.568852006,0.692660953,11.47172002
510.1438601,0.609749566,174.4841202,28.06273461,2.193311024,5.223189891,0.801844716,9.027236331
677.1648806,1.774096581,149.9723103,3.314903574,1.946180589,5.418336211,0.763131998,15.91613319
493.7246799,0.342485505,201.9439632,27.28859326,1.62748491,5.574980895,0.772448626,11.56182312
485.8370392,0.736491789,115.9911741,22.90396728,1.548305541,5.276245422,0.765800317,18.55465031
513.3822869,0.161755322,16.74189721,19.31770138,2.334224923,5.627426729,0.827562024,1.263932437
520.7365325,0.118318475,71.11494625,22.81513732,1.677647381,5.768667054,0.757699143,1.892097784
588.8168349,0.874075945,235.0606453,0.112214171,2.100974425,5.399705502,0.749956184,19.81159664
530.8980069,1.052014762,172.6335019,10.85277994,1.731244395,5.368768116,0.734492599,23.18889385
558.7036671,2.002694764,284.4755934,26.81302634,1.557133858,5.407623053,0.808172535,4.541512961
551.9866448,1.660039181,219.0993335,8.89329019,2.085099403,5.275835649,0.734641425,25.13252185
623.4892657,2.02511108,187.3083365,3.46126199,1.945499062,5.5117589,0.717714179,25.37345075
437.7670907,0.087518134,154.2243621,10.28619369,1.959546535,5.603947265,0.843768311,20.82094068
449.4966819,0.101563643,177.6099462,18.78619369,1.858537425,5.580635017,0.778527701,20.92421733
434.8348294,0.032117394,271.5736953,5.848358721,2.250466496,5.564482128,0.799538223,22.30124203
571.603124,1.109921238,51.75263486,14.90072296,2.155872646,5.33439082,0.772873202,17.85263098
619.4482893,3.362048937,50.58781291,5.825659334,1.972608696,5.386892027,0.777759832,15.65103391
598.7895355,3.545971119,189.5689623,2.919686221,2.355282951,5.473479673,0.721644609,26.498815
439.3679239,0.089990595,178.5862945,11.58347529,2.001594885,5.651382951,0.843728748,22.97591865
564.8065846,0.789068729,130.4506649,7.487609496,2.358709292,5.389728363,0.690414038,15.9377889
415.6111822,0.415943625,229.3182304,16.68942694,2.009313249,5.504105358,0.718806696,9.350130523
530.9514674,1.249048513,47.4569407,12.25196792,1.919920062,5.370575045,0.772836748,16.74732707
460.5157605,0.384155213,230.4358918,18.72856925,2.195564533,5.511954634,0.798871365,16.0418447
552.2204133,1.964261751,103.1773019,13.61064413,1.684400306,5.618734492,0.753384211,13.21255538
527.8275656,1.402685122,215.4467852,17.4150653,1.617925368,5.273423784,0.70833591,5.65229762
549.776535,0.409742983,223.5587003,11.23392911,2.593447107,5.399589698,0.834053174,12.54773733
546.3899364,0.750008724,71.52141061,6.205613758,1.924134527,5.381770613,0.748239186,25.35443836
512.3513561,0.233572149,149.4675636,19.75501721,1.687727877,5.448827138,0.864403987,3.09655252
573.6454805,0.353674833,234.0518199,2.64124373,2.141477072,5.203118542,0.783528687,22.98930082
540.9645043,0.35995849,235.7264866,14.99878973,2.384872634,5.381694539,0.767417808,8.7074655
575.2889361,0.818359593,196.1575593,6.781853016,2.132600034,5.428567637,0.729885548,18.81563359
436.4499023,0.026590506,256.8778149,4.165173303,2.334414402,5.680251621,0.79263396,18.61784164
448.8044668,0.323372572,171.5534227,15.85216121,1.9726443,5.509948154,0.824517364,17.07648158
466.3097662,0.155006903,193.3621411,19.49831631,2.147886854,5.656457905,0.803532019,12.68334585
476.7440253,0.795224393,206.2713023,19.93771903,2.033414071,5.43809734,0.761416784,10.96140233
503.5779975,0.469772648,171.8817133,21.24553254,1.856519856,5.265589585,0.817075494,8.345405704
509.0393672,0.257858647,86.31931215,21.86261503,1.781419377,5.564069372,0.771809427,0.180151394
494.6943283,0.894549463,155.8430842,8.752981538,1.945353988,5.426994138,0.758426291,20.89090509
524.8340277,1.544566176,63.81384256,21.71184856,1.792480648,5.270797385,0.713841126,3.891828578
579.6020734,0.77076186,212.7335253,8.895427532,2.064936152,5.3997129,0.762811903,18.30808121
570.3185229,1.258520671,249.7854107,10.2902321,1.777206522,5.420279451,0.686546811,13.57730774
481.3848225,1.167762559,172.5210656,9.980420909,2.393733311,5.520274247,0.775411569,12.56896153
523.2567571,1.272775095,327.8377071,5.558898818,1.474898322,5.253589272,0.726622154,22.45760399
504.0885317,1.101726118,342.4682593,5.771205879,1.527672894,5.24871207,0.763064956,20.39617434
433.4807506,1.585395627,73.33242898,13.04789272,1.778295856,5.494494397,0.717832888,8.444747646
508.2594041,1.591492168,179.2401477,17.31939551,2.184384143,5.282231047,0.740816711,5.110316901
522.8049269,0.525320725,247.6495614,16.59265539,2.377825573,5.559551134,0.824851863,4.91947218
442.9325551,0.180138912,193.4836861,11.98988813,1.924038534,5.534159084,0.798886474,14.48436866
540.4820619,1.148862614,167.1365917,1.869850984,2.077764365,5.33848025,0.847183208,26.7146431
572.9194195,0.642450107,200.9647798,11.33943021,2.091764635,5.237672477,0.762033852,11.32363061
478.60215,0.870087663,183.5730292,15.12242001,1.456692571,5.549970709,0.726460458,8.579999559
503.8991273,0.286417685,197.5706127,19.02657633,1.557206393,5.570575503,0.786633336,1.052415257
468.4472029,0.290155476,198.9535274,13.82269181,1.604347826,5.6076725,0.820886187,11.41786521
439.9668313,0.05728204,260.5155099,9.826674642,2.096624041,5.60527378,0.843365266,18.20399952
480.1590944,0.282390502,166.9926308,16.09713097,1.560912359,5.636224983,0.76750336,6.720221456
438.4767226,0.02628259,258.0684682,7.472233196,1.614127877,5.681859213,0.833622666,19.20318362
594.8468089,0.564554727,96.70878856,6.089880583,1.911480136,5.251174669,0.748532275,22.52752706
495.7656421,1.070104209,43.81923365,7.487533807,1.67912239,5.393252647,0.761955222,14.50278035
541.3664512,0.603457221,202.8679457,13.14686332,1.892639898,5.355915603,0.735154004,8.433619315
492.5770606,0.171498791,82.43638078,17.6663675,2.288754416,5.607668068,0.781378507,0.940844798
546.3527015,0.733090681,241.4018296,1.426832429,1.947116398,5.237276701,0.817638444,27.96020132
556.8578975,1.329685519,177.2173777,10.64690211,1.673167066,5.377784569,0.679580363,10.91169821
556.8578975,1.329685519,177.2173777,10.64690211,1.673167066,5.377784569,0.679580363,10.91169821
570.161313,2.130763131,173.19437,9.946756579,1.73857001,5.342889658,0.686150183,11.59675221
439.4380177,0.052085412,277.9300604,4.311086156,2.283102242,5.694201618,0.767949263,15.33581456
572.4893619,0.562368155,112.7758789,4.181271348,2.003379416,5.24510161,0.758366711,20.98620147
437.7791446,1.64486028,141.1187645,10.41514143,1.861389946,5.512327932,0.710957493,6.810857141
517.9425403,0.910839427,165.384353,5.997586929,1.637125642,5.342669632,0.725639042,12.136192
595.165472,0.571565474,200.9991379,4.99864828,1.805105443,5.312971935,0.724296577,17.15193459
579.0250008,0.26140594,154.734987,4.32909775,2.180963711,5.734801946,0.784906837,24.93135305
478.7104216,0.662388398,29.64490352,1.299750019,1.702494865,5.306629256,0.799220859,18.60761671
556.5656819,0.408058282,78.17993689,7.446776201,1.823999658,5.467884655,0.852574824,14.08630132
450.4378309,0.736658968,163.3717403,8.184006689,1.444647911,5.384479225,0.855550848,11.81494014
582.1273134,1.796164366,223.5330776,2.774559226,1.676964567,5.385172532,0.786317763,23.09723657
584.8325061,1.123426451,227.2505042,11.37100927,1.498280726,5.467871724,0.682248946,9.983502793
525.3964628,0.66118931,228.6927777,0.561984462,2.494044163,5.309337485,0.835889212,26.59158931
439.9673763,0.052545233,186.1561924,1.003810516,3.191571867,5.526738133,0.848783869,11.99385612
479.9360734,0.293260546,96.43797095,12.62249964,1.893931556,5.500058699,0.736558054,1.322407308
485.9231427,0.197614643,150.8230817,14.65998192,1.739652515,5.668495092,0.805328573,1.634310683
468.046384,1.037160989,288.1635443,10.01705917,1.477865149,5.595433425,0.770458983,8.206035635
461.2006045,0.108706441,139.2214121,10.6103737,1.905963145,5.840026159,0.767606433,5.432680603
476.2387848,0.865221357,180.3044036,4.450356881,2.215375214,5.40494007,0.724385576,13.58465601
468.1757903,0.509711391,172.8958209,11.93108627,1.390225204,5.594460804,0.79112082,2.998126398
543.6956531,1.259956757,225.4971243,13.74769592,1.62273896,5.263338648,0.760231483,6.241458845
504.1507708,0.435014197,190.4434663,14.80511152,1.512201194,5.520414536,0.794757363,4.00499997
443.8131844,0.066924575,226.8552531,5.287100315,2.104177989,5.636698939,0.826943828,14.81658386
467.7503846,1.059661177,151.1833373,9.051235879,1.591364944,5.604825882,0.77491685,7.657527503
499.3630126,2.355860762,73.56171893,0.285640588,2.347600479,5.445310491,0.722047623,23.08020917
505.4700234,0.485186354,203.4939944,12.42764199,1.606793521,5.430920601,0.764667894,5.45667784
561.3595799,1.276882073,194.251845,10.71860844,1.721061794,5.310998785,0.708036198,8.581104301
459.3257172,1.632620366,31.06282522,1.963969895,2.500042629,5.45080623,0.784505937,15.1904786
541.3845705,0.264957026,166.9307422,6.814226236,1.67192862,5.675204301,0.889165383,15.01411711
575.7399708,0.385646019,143.5684194,2.455845292,1.871042109,5.298539055,0.733420655,18.9270462
561.6510762,0.446343857,219.3194228,0.285085384,2.415418521,5.646067191,0.779940265,23.24004291
490.0819423,0.828200477,101.7293085,3.688444227,1.842956522,5.4786495,0.721398901,11.27757803
527.5985987,0.786303881,225.5342056,1.907890481,2.734175111,5.262663501,0.867990817,26.69591786
475.8421943,0.115211483,155.9026219,9.421478577,2.608345958,5.71860637,0.777188482,2.578312693
613.4544863,3.352747853,49.36748871,4.403582808,2.277073947,5.429775446,0.658067659,29.6895499
468.7424064,0.140507825,186.5279249,8.009341362,2.525215863,5.602787167,0.788826985,0.584939686
456.379874,0.242083612,163.5696716,6.283249108,2.440952615,5.537636168,0.853830825,5.514664963
487.5776662,0.371916388,206.6486211,11.2484827,2.027694288,5.638125446,0.849870617,4.614082351
576.7009356,0.325180335,151.8901211,0.215724956,2.018463995,5.55208879,0.781029276,26.99349692
449.8074634,0.086366876,203.7665759,4.692793916,2.106735054,5.639114141,0.84423545,8.818681469
460.5573067,0.083954986,179.7416403,6.260318222,2.035682065,5.622291237,0.756158257,2.415582648
464.0638787,1.583775529,169.0079065,0.046782645,2.85405163,5.451033115,0.814900674,18.27907801
548.4494379,0.661203815,51.07671659,8.002022412,1.631267717,5.435543787,0.699387223,12.64318963
470.0684978,1.487552369,138.629447,1.576811543,1.990646525,5.443258892,0.698871992,13.05467488
458.5779008,1.235950539,156.0270713,1.292504347,2.01281633,5.430124609,0.708438584,13.53924866
451.1200106,0.804400024,118.6443203,1.038433372,1.901528073,5.448702061,0.708712085,14.02490544
452.9645252,1.087531146,56.66971512,0.898260401,1.770823519,5.420967541,0.701600598,14.51153647
547.9691732,1.013218802,123.6498802,7.189210801,1.788921398,5.27814522,0.695664615,11.7840419
465.3578196,1.133496543,153.9327036,1.20319396,1.850321332,5.483411402,0.68119283,12.4235998
552.0435759,1.154416672,146.9493997,5.556374248,1.594997622,5.39921519,0.69069502,15.53240063
467.0872482,0.639244923,251.2635735,2.384163956,2.254944711,5.31853131,0.736025508,18.17885361
558.3667624,0.952590879,290.0930392,5.35882896,1.675799083,5.340211274,0.822503685,25.89559966
513.0325774,0.616849727,154.6492514,6.969402395,1.43101688,5.359598751,0.740450806,9.920067663
574.7277073,0.40369137,130.6176973,3.85897815,1.935453804,5.396630326,0.78124279,29.88945237
494.2978768,0.304461504,221.2878051,7.791983274,1.519069395,5.596108885,0.780726608,7.84040189
475.1332314,0.156933006,210.3458987,5.307389928,1.96057845,5.67083243,0.779819239,6.201228856
565.1239485,1.001175171,152.5397828,1.628666352,1.675001198,5.411585001,0.764217979,21.590439
533.2235007,1.086856853,235.3903253,4.728085001,1.83193872,5.427795626,0.735294618,20.91762136
470.2690645,0.146681374,231.5316923,3.610335848,1.606712837,5.707773092,0.752183815,3.584967299
451.5749467,0.109515601,220.0000084,0.934809017,1.5184884,5.61377191,0.826207416,6.738509732
438.815991,0.521882855,19.64196657,0.007397514,2.129259001,5.383894276,0.755121839,13.60062071
464.6179696,0.104005803,222.7872797,2.378961642,1.578852515,5.647540566,0.754945081,0.685824477
550.9771382,0.285155857,76.97917334,2.282533644,2.340598806,5.614635518,0.735786073,25.13790987
539.6830341,1.223618234,105.3285395,3.199537987,1.891170503,5.394807084,0.792885878,19.66252292
459.5292795,0.137247136,228.2266539,0.830675069,1.881349524,5.792080093,0.769989435,2.243487855
433.3870031,1.01794536,33.27133021,0.5552653,1.910567443,5.492222752,0.728280414,9.647060518
447.4508373,1.548442964,52.82408501,0.703159218,1.774844403,5.458933526,0.739180621,10.12781995
555.2933228,0.190383351,166.7276624,5.095389621,2.397052208,5.771903868,0.788683472,28.32712655
447.4508373,1.548442964,52.82408501,0.703159218,1.774844403,5.458933526,0.739180621,10.12781995
583.4159083,1.772409095,184.6905293,8.692468309,1.989592157,5.304661089,0.837247842,25.26346307
500.8550929,0.913564201,129.6593472,5.780728109,1.738611753,5.26647602,0.77040076,18.39090711
525.5017662,1.051199969,164.9735353,3.286064095,1.412099403,5.348700389,0.682640255,13.09821339
534.640928,1.437406947,92.71255649,2.42777935,1.867044672,5.315327373,0.715510093,15.23239078
481.2927527,0.158777351,210.5432204,2.649874617,1.497273023,5.690475316,0.753009255,8.885089479
428.9312574,1.754358609,145.3226294,0.017746436,2.410960116,5.50518377,0.78211037,9.414594195
541.0346149,0.776306107,186.1655903,0.067066896,2.577938278,5.232067473,0.79352319,23.54561552
455.8475081,1.346652153,295.5712075,2.171315662,1.507099452,5.443389786,0.687993854,13.36750783
571.2209942,0.638668187,300.6193571,3.796156128,2.246302294,5.756142772,0.737681332,27.60111927
518.6102333,0.346080345,72.22680922,0.634715161,2.688835635,5.282613848,0.865722789,18.890087
585.6163445,0.587349039,81.91009058,9.201231334,1.78253201,5.325693709,0.721811416,27.96874195
658.634243,3.151983499,338.2995973,8.764069713,1.818684355,5.378362526,0.81887349,21.02037437
467.7114258,0.144985921,180.6393253,1.413038247,1.55911948,5.763715017,0.771370069,1.847516329
459.6658096,0.131337993,156.2179391,2.434657772,1.580233995,5.71626973,0.797412722,2.602513939
490.6670208,0.244583965,178.5559635,3.364476712,1.387662194,5.693109147,0.762377909,12.12425295
452.9686966,0.105913469,245.1553543,0.774255363,2.778586101,5.33626309,0.873009206,7.055984015
474.2960348,0.10771963,231.2348137,0.960055064,1.594748545,5.766525612,0.763918481,5.171194941
528.2657294,0.486090518,106.9861455,0.201257808,2.254066073,5.491107993,0.860695337,22.34726342
466.3301619,1.317127384,13.6084955,4.175495559,1.733516946,5.423657945,0.661703803,12.85467346
566.351054,1.005844805,32.67175593,12.81554929,1.835552649,5.279007569,0.720160238,24.50127343
469.368099,0.348287071,191.5413822,4.402058613,1.365440727,5.676222937,0.835564232,0.920234988
487.5310418,0.300992259,296.1763957,1.985357566,1.49392862,5.532051822,0.75772895,7.534073549
517.94764,1.529961625,326.1057939,1.404047865,2.231644985,5.280287519,0.705142451,19.35766739
466.3625012,0.757926849,338.5576471,4.392472509,1.379721157,5.204930801,0.798464088,6.068178174
523.5435444,0.674662375,339.02866,1.950561601,1.777245122,5.319278052,0.775216561,21.25247768
546.4268394,0.528145468,149.892957,10.7424951,1.931652861,5.560046511,0.815116868,28.42137331
546.1599952,0.549705113,163.4908648,4.240892831,2.18532797,5.550966719,0.776900374,26.93415407
463.1822586,1.898343036,206.0506342,4.591451068,1.637543988,5.511118954,0.712808364,9.556040905
531.2561968,0.441309371,213.6241662,2.710715962,1.89459774,5.42249666,0.785307523,24.9082801
501.4921487,1.05950538,283.2512038,1.194415943,2.288166724,5.436856805,0.72244843,16.28400753
587.8985533,0.584495052,137.5987621,5.829255826,1.597861211,5.397375859,0.667862082,30.26685378
467.1183789,0.257726011,268.7894058,6.721738965,1.238332078,5.66845283,0.796505149,2.750219259
504.9600728,3.731827677,171.7721091,8.467564515,1.821880692,5.521195173,0.74736801,14.98120805
543.2817593,2.638411504,266.3634347,4.284019599,1.567680075,5.489698093,0.763165965,4.385455472
551.3485814,1.733463928,27.98710625,11.6897417,2.21123947,5.470773173,0.720501078,19.11615417
491.5988445,0.154949137,246.0495332,1.127891217,1.934284399,5.710734764,0.766639806,12.26846285
